error2004,,
  predictedround actualround,,
1             18          21,,
2             11          19,,
3             19          17,,
4             19          13,,
0.1537178,,
  predictedround actualround,,
1              3          21,,
2              4          19,,
3             25          17,,
4             12          13,,
0.3359552,,
  predictedround actualround,,
1             14          21,,
2              8          19,,
3             16          17,,
4             12          13,,
0.1612636,,
  predictedround actualround,,
1             16          21,,
2             18          19,,
3             23          17,,
4             16          13,,
0.1129516,,
  predictedround actualround,,
1             19          21,,
2              9          19,,
3             21          17,,
4             15          13,,
0.1484659,,
  predictedround actualround,,
1              6          21,,
2             16          19,,
3             15          17,,
4              8          13,,
0.2002935,,
  predictedround actualround,,
1             17          21,,
2             16          19,,
3             27          17,,
4             22          13,,
0.2207352,,
  predictedround actualround,,
1             13          21,,
2             18          19,,
3             29          17,,
4             16          13,,
0.193763,,
  predictedround actualround,,
1             22          21,,
2             23          19,,
3             23          17,,
4             14          13,,
0.09465734,,
  predictedround actualround,,
1             12          21,,
2              5          19,,
3             18          17,,
4             14          13,,
0.2028599,,
