ppcluster4
  predictedround actualround
1             12          13
2              4           9
3              3           6
4             11           5
0.1866716 
  predictedround actualround
1             12          13
2              3           9
3              3           6
4             13           5
0.2182682 
  predictedround actualround
1              7          13
2              2           9
3              5           6
4             12           5
0.2544074 
  predictedround actualround
1             11          13
2              2           9
3              3           6
4              9           5
0.1814717 
  predictedround actualround
1              9          13
2              2           9
3              9           6
4             11           5
0.228552 
  predictedround actualround
1             12          13
2              4           9
3              5           6
4              7           5
0.1137237 
  predictedround actualround
1             10          13
2              3           9
3              3           6
4              8           5
0.1721466 
  predictedround actualround
1              8          13
2              2           9
3              4           6
4             11           5
0.2416439 
  predictedround actualround
1             10          13
2             17           9
3              4           6
4             11           5
0.2266778 
  predictedround actualround
1              6          13
2              2           9
3              4           6
4             12           5
0.2573607 
