ppcluster4
  predictedround actualround
1              4           5
2             12           0
3              4           2
4             12          10
0.2171082 
  predictedround actualround
1              8           5
2             12           0
3              4           2
4              7          10
0.2549323 
  predictedround actualround
1              5           5
2              8           0
3             17           2
4              1          10
0.4039667 
  predictedround actualround
1             12           5
2             13           0
3              2           2
4              3          10
0.3385771 
  predictedround actualround
1             15           5
2             13           0
3              7           2
4             18          10
0.4478028 
  predictedround actualround
1             11           5
2              9           0
3              5           2
4              2          10
0.3396646 
  predictedround actualround
1              3           5
2              2           0
3              4           2
4              4          10
0.1561754 
  predictedround actualround
1             18           5
2             11           0
3              6           2
4              1          10
0.4624185 
  predictedround actualround
1              3           5
2              4           0
3              2           2
4              2          10
0.1762089 
  predictedround actualround
1              8           5
2             11           0
3              1           2
4             18          10
0.2846312 
