ppcluster4
  predictedround actualround
1             13          21
2             22          19
3             26          17
4              8          13
0.2060054 
  predictedround actualround
1             26          21
2             24          19
3             19          17
4             13          13
0.0979713 
  predictedround actualround
1             12          21
2             26          19
3             27          17
4             14          13
0.2202569 
  predictedround actualround
1             13          21
2             30          19
3             26          17
4             17          13
0.2615791 
  predictedround actualround
1             14          21
2             28          19
3             17          17
4             17          13
0.1647043 
  predictedround actualround
1             19          21
2             29          19
3             30          17
4             25          13
0.2935746 
  predictedround actualround
1             21          21
2             21          19
3             21          17
4             17          13
0.07748773 
  predictedround actualround
1             25          21
2             23          19
3             23          17
4             14          13
0.1144816 
  predictedround actualround
1              9          21
2             31          19
3             29          17
4             17          13
0.3231865 
  predictedround actualround
1             20          21
2             26          19
3             25          17
4             17          13
0.1642499 
