ppcluster4
  predictedround actualround
1              2          31
2              8          15
3              9          14
4              7          10
0.22969 
  predictedround actualround
1              2          31
2             11          15
3             11          14
4             11          10
0.1896179 
  predictedround actualround
1              2          31
2              7          15
3              9          14
4              6          10
0.2320986 
  predictedround actualround
1             20          31
2             21          15
3             21          14
4             28          10
0.2174733 
  predictedround actualround
1              1          31
2              1          15
3              1          14
4             17          10
0.3226509 
  predictedround actualround
1             10          31
2             22          15
3             21          14
4             22          10
0.2348218 
  predictedround actualround
1             -1          31
2              0          15
3              2          14
4              6          10
0.3193562 
  predictedround actualround
1             28          31
2             20          15
3             23          14
4             19          10
0.1310083 
  predictedround actualround
1              6          31
2              8          15
3             11          14
4             17          10
0.2097997 
  predictedround actualround
1              3          31
2             21          15
3             17          14
4             20          10
0.236081 
