ppcluster4
  predictedround actualround
1              0           5
2              0           4
3              3           6
4             10           8
0.2147873 
  predictedround actualround
1              5           5
2              2           4
3              9           6
4             12           8
0.1576221 
  predictedround actualround
1              2           5
2              0           4
3              4           6
4             11           8
0.1723946 
  predictedround actualround
1              1           5
2              3           4
3              4           6
4             14           8
0.2130826 
  predictedround actualround
1              3           5
2              7           4
3              5           6
4             15           8
0.2082676 
  predictedround actualround
1              1           5
2             12           4
3             12           6
4             15           8
0.3958815 
  predictedround actualround
1              1           5
2              0           4
3              5           6
4             14           8
0.24721 
  predictedround actualround
1              0           5
2              1           4
3              2           6
4             15           8
0.3098652 
  predictedround actualround
1              1           5
2              0           4
3              2           6
4             15           8
0.3028918 
  predictedround actualround
1              1           5
2              0           4
3             13           6
4             15           8
0.3638652 
