ppcluster4
  predictedround actualround
1             72         108
2            106         114
3             85          76
4             25         104
0.2878706 
  predictedround actualround
1             89         108
2             85         114
3             93          76
4             88         104
0.1796385 
  predictedround actualround
1             51         108
2             51         114
3             51          76
4             51         104
0.4357698 
  predictedround actualround
1             81         108
2             81         114
3             81          76
4             81         104
0.1933541 
  predictedround actualround
1             16         108
2            106         114
3            111          76
4            109         104
0.3073895 
  predictedround actualround
1             72         108
2            105         114
3            104          76
4             93         104
0.1837257 
  predictedround actualround
1            120         108
2             83         114
3            115          76
4            103         104
0.1835303 
  predictedround actualround
1            100         108
2             96         114
3            102          76
4             69         104
0.191316 
  predictedround actualround
1             35         108
2             69         114
3             78          76
4             60         104
0.3609985 
  predictedround actualround
1             78         108
2            105         114
3            101          76
4            105         104
0.1433359 
