ppcluster4
  predictedround actualround
1             11          10
2             13          11
3             17          21
4             17          18
0.08921885 
  predictedround actualround
1              5          10
2              9          11
3              6          21
4              6          18
0.3970977 
  predictedround actualround
1              3          10
2             12          11
3             11          21
4             12          18
0.2886073 
  predictedround actualround
1              8          10
2             14          11
3              8          21
4             15          18
0.2398272 
  predictedround actualround
1             16          10
2              9          11
3             11          21
4              5          18
0.3712793 
  predictedround actualround
1             10          10
2             15          11
3             11          21
4             13          18
0.2256436 
  predictedround actualround
1             15          10
2              6          11
3              9          21
4              9          18
0.3602522 
  predictedround actualround
1             11          10
2              8          11
3             11          21
4             13          18
0.2249768 
  predictedround actualround
1             12          10
2              7          11
3              9          21
4             15          18
0.2504886 
  predictedround actualround
1             17          10
2             14          11
3              9          21
4             12          18
0.3255343 
