ppcluster4
  predictedround actualround
1             26          26
2              7          29
3              7          34
4              8          22
0.3512397 
  predictedround actualround
1             42          26
2             11          29
3              8          34
4              4          22
0.4250115 
  predictedround actualround
1             20          26
2              8          29
3              6          34
4              7          22
0.3786052 
  predictedround actualround
1             16          26
2             16          29
3             16          34
4             16          22
0.2654349 
  predictedround actualround
1             39          26
2             13          29
3              6          34
4              9          22
0.3781476 
  predictedround actualround
1             35          26
2              7          29
3              9          34
4             12          22
0.3578854 
  predictedround actualround
1             29          26
2              7          29
3             16          34
4              7          22
0.3135767 
  predictedround actualround
1             32          26
2             14          29
3             17          34
4             13          22
0.2583065 
  predictedround actualround
1             33          26
2             19          29
3             13          34
4              9          22
0.2755227 
  predictedround actualround
1             30          26
2             20          29
3             10          34
4             11          22
0.2631296 
