ppcluster4
  predictedround actualround
1             11          10
2              9          20
3             10          15
4             11           8
0.2376414 
  predictedround actualround
1             13          10
2              7          20
3             12          15
4             16           8
0.3385669 
  predictedround actualround
1             14          10
2              4          20
3             16          15
4             16           8
0.3575712 
  predictedround actualround
1             14          10
2              8          20
3             14          15
4             16           8
0.2977548 
  predictedround actualround
1             15          10
2             10          20
3             15          15
4             12           8
0.2451541 
  predictedround actualround
1             10          10
2              9          20
3             10          15
4             10           8
0.2262822 
  predictedround actualround
1             15          10
2             11          20
3             15          15
4             16           8
0.2642339 
  predictedround actualround
1             17          10
2              8          20
3             13          15
4             17           8
0.3609183 
  predictedround actualround
1             14          10
2              6          20
3             12          15
4             13           8
0.3254883 
  predictedround actualround
1             16          10
2              6          20
3              8          15
4             14           8
0.411808 
