V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
16,3,0,0,0,0,0,2,3,4,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12
12,4,0,0,0,1,0,2,1,1,54,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26
26,3,0,0,0,0,0,2,5,2,373,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
18,3,1,20,2,0,0,2,4,1,205,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
20,4,0,22,0,0,0,0,7,4,204,0,0,1,0,7,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,20
20,3,0,28,0,0,0,1,9,2,151,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15
15,2,0,9,0,0,0,1,6,0,164,0,0,2,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
22,0,0,22,0,0,1,0,11,0,259,0,0,0,1,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,31
31,5,1,17,1,0,0,0,6,0,243,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,3,0,14,1,0,0,2,5,1,293,1,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
28,5,0,13,0,0,0,0,5,4,103,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
49,4,0,26,2,1,0,3,5,2,148,1,0,0,1,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,45
45,3,0,15,0,1,0,0,4,0,357,0,3,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38
38,12,0,23,0,2,1,6,10,0,154,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
25,2,0,17,0,0,0,2,13,1,178,0,0,1,1,9,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22
22,4,2,10,2,2,1,4,9,0,237,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39
39,2,4,13,1,0,1,1,13,5,430,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
19,2,17,26,4,0,1,31,16,3,291,0,1,4,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
21,2,18,20,2,0,0,18,11,3,165,1,0,1,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16
16,1,24,19,2,0,0,15,16,7,242,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
24,1,26,31,4,1,0,20,12,2,245,1,0,1,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,1,21,32,0,0,0,29,20,4,392,0,0,2,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
9,6,17,30,2,0,2,26,16,1,288,0,0,2,3,13,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,21
21,4,21,47,2,3,0,25,24,6,281,0,0,2,2,16,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,13
13,8,23,33,2,4,1,31,24,1,294,0,0,3,2,22,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,8
8,9,23,32,3,0,2,30,11,7,320,0,0,4,2,16,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,19
19,3,20,20,5,1,0,59,13,3,317,0,0,6,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
19,3,20,21,2,0,0,28,14,5,274,0,0,1,2,12,0,1,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,24
24,1,5,38,12,2,0,0,12,0,201,0,0,1,1,11,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
24,2,9,32,5,2,0,13,14,0,305,0,20,2,17,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
25,5,1,30,3,0,0,6,7,0,160,0,26,6,12,12,35,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,31
31,6,11,44,2,0,0,7,18,2,230,0,39,4,13,9,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
15,4,7,23,0,0,0,1,8,1,247,0,17,0,2,5,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14
14,2,3,21,1,2,0,3,17,3,249,0,12,1,7,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
