V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
3,1,0,1,1,0,0,1,7,10,78,2,7,3,0,4,8,2,1,0,0,0,0,0,0,1,0,21,1,3,0,0,1,2,12,3,0,1,1,4,0,4,9,38,103,1,20,6,1,8,9,7,1,0,1,2,0,0,3,6,6,72,0,10,3,0,2,6,8
8,0,0,2,4,1,0,1,5,22,62,0,8,1,5,5,5,3,0,0,3,2,0,0,1,4,2,50,0,3,0,0,1,0,10,1,1,2,3,0,0,1,14,58,98,0,17,5,4,10,16,10,3,0,2,1,0,0,2,5,14,98,0,7,1,0,4,6,12
12,4,0,5,0,0,0,4,9,23,78,0,6,0,0,5,3,0,0,0,0,0,0,0,0,2,0,5,0,5,0,0,0,0,15,3,1,12,1,0,0,3,12,91,196,0,23,2,1,14,13,7,2,0,4,1,0,0,0,4,20,115,3,14,0,0,5,7,7
7,1,0,6,2,0,0,0,5,7,119,2,6,2,0,0,9,5,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,6,3,0,5,3,1,0,0,17,62,200,1,10,3,1,8,13,6,0,0,5,3,0,0,2,4,17,124,0,5,4,1,1,6,1
1,2,0,5,1,0,0,1,4,7,106,0,5,0,1,2,5,1,1,0,1,3,0,0,0,2,2,9,0,1,0,0,1,4,11,4,0,8,3,3,0,2,15,49,208,1,11,3,0,10,9,20,2,0,5,1,0,0,3,2,9,138,0,12,2,0,2,7,4
4,0,0,3,4,0,0,0,5,13,101,0,7,1,0,5,2,4,0,1,1,0,0,0,0,2,4,15,0,2,0,0,1,2,7,1,0,8,3,1,0,2,9,46,200,0,14,2,1,7,8,15,0,0,4,2,0,0,1,4,18,116,1,9,2,0,4,9,10
10,4,0,6,0,0,0,0,4,19,121,2,6,0,0,5,2,2,0,1,4,0,0,0,0,2,4,17,0,1,0,0,0,1,6,4,0,6,6,1,0,3,9,36,196,1,18,0,0,4,4,15,3,0,6,4,0,0,0,3,6,115,0,8,0,1,3,4,3
3,3,0,6,3,0,1,4,6,57,96,0,8,0,0,3,0,1,0,0,3,0,0,0,0,1,6,52,0,2,0,1,3,0,9,0,0,4,1,0,1,1,15,36,183,0,21,2,3,9,0,14,0,0,3,0,0,0,1,5,13,136,0,9,2,0,1,0,6
6,4,0,6,0,0,0,0,7,32,109,0,11,0,0,6,6,7,2,0,1,0,0,0,0,2,2,19,1,1,0,0,0,2,10,0,0,4,0,0,0,2,10,35,161,1,19,2,5,9,11,18,1,0,1,1,0,0,0,2,9,135,0,9,0,0,7,4,14
14,3,0,0,0,2,0,2,2,18,96,2,7,1,0,3,5,4,2,0,1,1,0,0,0,0,0,12,1,0,0,0,0,2,9,1,0,1,0,0,0,1,4,40,208,2,17,1,3,16,7,12,0,1,0,0,0,0,1,2,11,129,0,16,4,0,6,10,4
4,2,0,5,1,0,0,2,5,14,95,0,5,1,0,2,4,7,1,0,2,2,0,0,0,1,0,6,0,2,0,0,0,1,16,5,0,3,0,2,0,3,13,29,155,1,19,0,2,15,9,25,2,0,1,1,0,0,0,0,18,118,0,8,2,0,5,7,13
13,2,0,5,1,0,0,1,3,2,120,1,7,0,1,5,4,1,0,0,2,0,0,0,0,0,3,5,1,2,1,0,0,3,10,1,0,2,3,1,0,4,11,40,173,2,16,0,4,7,8,12,1,0,3,1,0,0,1,7,9,138,0,7,0,0,3,2,9
9,4,0,5,2,0,0,3,3,2,114,0,11,0,0,2,0,1,1,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,3,0,1,6,1,0,0,2,9,41,127,0,17,0,9,9,4,17,0,0,7,1,0,0,0,2,12,139,0,14,1,0,3,1,12
12,0,0,0,1,0,0,0,0,8,141,1,4,1,1,1,4,1,0,0,1,1,0,0,0,0,2,9,1,2,0,0,1,0,11,2,0,0,0,2,0,2,12,37,134,0,21,1,1,15,1,24,2,0,1,0,0,0,1,2,8,133,0,8,1,0,1,2,11
11,3,0,6,0,0,0,0,2,3,101,2,8,0,0,3,2,7,0,0,4,2,0,0,1,1,2,33,0,1,0,0,1,1,13,5,1,5,0,0,0,0,11,48,148,0,37,5,3,8,4,31,2,0,6,0,0,0,0,3,16,131,0,4,1,2,4,2,13
13,2,1,5,0,0,0,0,4,16,84,2,7,0,1,1,5,4,0,0,6,2,0,0,0,3,2,37,0,1,0,0,3,2,10,2,1,6,0,0,0,2,13,40,93,0,13,2,6,7,2,19,1,1,2,0,1,0,0,1,11,73,4,6,0,1,2,2,15
15,5,0,3,0,0,0,0,5,12,98,2,7,3,0,9,3,6,0,0,3,1,0,0,0,2,1,11,0,1,0,0,2,1,6,1,0,7,0,2,0,1,11,57,147,0,22,3,5,9,2,25,3,1,6,0,0,0,1,4,12,111,0,5,2,0,4,2,16
16,2,1,7,0,1,0,1,4,3,124,0,6,3,1,7,1,9,1,0,2,0,0,0,0,2,1,29,0,3,0,0,2,1,19,2,1,11,1,1,0,3,10,37,170,0,14,0,4,12,6,24,2,0,7,1,0,0,0,4,12,125,0,10,4,0,1,5,19
19,0,2,4,0,0,0,0,8,3,96,0,8,1,1,3,4,10,0,0,3,0,0,0,0,0,1,14,1,1,0,0,0,1,13,2,0,4,1,0,0,3,15,33,132,1,14,0,2,6,2,21,3,1,3,0,0,0,1,3,15,122,1,4,3,0,1,1,12
12,3,0,5,0,0,0,1,5,6,194,2,11,0,1,7,5,9,2,0,0,1,0,0,0,0,2,12,0,2,0,0,3,0,13,2,0,6,1,1,0,4,7,53,180,1,17,2,7,17,5,28,4,0,2,0,0,0,0,0,12,216,1,2,0,0,3,2,9
9,3,0,3,0,2,0,0,5,6,85,0,8,3,2,4,2,0,2,0,7,0,0,0,0,0,2,6,1,0,1,0,0,0,20,1,0,6,0,0,0,1,9,27,113,2,15,0,4,16,1,23,2,0,2,0,1,0,1,2,7,147,0,8,0,2,4,2,9
9,4,0,0,0,0,0,1,3,6,104,1,8,3,0,1,2,2,1,0,8,2,0,0,0,1,1,10,0,2,0,0,0,1,10,4,0,6,1,0,0,4,17,43,100,1,34,1,5,13,3,13,0,0,0,0,0,0,1,1,6,152,0,6,2,0,2,1,11
11,3,0,0,3,0,0,0,2,4,65,1,6,0,0,6,0,3,0,0,7,0,0,0,0,1,0,15,0,2,0,0,0,0,9,0,1,1,5,2,0,2,10,61,113,1,31,1,7,15,3,15,1,0,2,1,0,0,1,3,6,123,0,8,1,0,4,2,9
9,4,0,0,0,1,0,1,3,7,41,0,12,0,0,3,0,0,1,0,2,1,0,0,0,0,0,16,0,0,0,0,1,0,9,3,0,1,3,2,0,1,8,51,101,0,22,1,10,13,0,19,3,0,0,2,0,0,1,6,7,137,0,10,1,0,5,0,9
9,2,0,2,0,1,0,0,3,2,176,0,8,1,1,3,6,5,5,0,6,1,0,0,0,1,0,3,1,1,1,0,2,0,16,1,0,3,5,0,0,4,7,60,169,0,21,2,5,12,2,22,3,0,0,0,0,0,0,3,13,106,0,6,1,2,2,1,5
5,2,0,7,0,0,0,0,2,5,62,0,5,0,0,6,2,3,0,0,11,1,0,0,0,0,4,7,2,1,0,0,1,0,19,1,0,16,2,0,0,2,7,95,150,0,15,1,4,11,3,16,1,0,3,1,0,0,0,5,25,142,0,7,2,0,8,2,8
8,2,0,0,2,1,0,2,4,16,49,1,7,0,0,5,5,2,0,0,1,0,0,0,1,0,0,14,3,1,0,0,1,0,12,5,0,5,5,2,0,5,11,92,141,0,14,5,3,20,2,16,0,0,0,2,1,0,1,3,23,109,0,7,2,0,7,1,7
7,1,0,1,0,0,0,0,4,3,36,0,8,0,0,3,4,3,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,0,5,1,0,7,0,0,0,3,4,48,123,1,20,0,6,12,3,18,1,0,4,0,0,0,2,3,12,96,0,8,1,3,6,1,9
9,1,0,3,2,1,0,2,4,5,73,0,8,3,2,1,1,3,2,0,0,0,1,0,0,0,1,12,1,2,0,1,2,1,4,1,0,3,1,1,0,2,8,56,133,0,16,0,10,9,1,25,1,0,0,0,0,0,1,5,13,94,0,9,2,0,4,1,8
8,4,1,7,1,0,0,3,2,4,29,1,6,2,1,5,1,3,0,0,4,0,0,0,3,3,0,9,0,0,1,0,1,0,12,1,0,3,1,3,0,4,9,26,129,0,10,3,0,11,0,11,3,0,6,1,0,0,0,5,8,98,0,5,1,0,3,1,9
9,2,0,6,0,1,0,0,5,3,38,0,0,0,2,1,4,3,0,0,2,0,0,0,0,0,1,9,1,1,0,1,0,2,12,0,0,8,1,2,0,4,8,36,123,0,15,2,1,8,3,12,2,0,2,0,0,0,1,5,7,91,0,6,2,0,1,3,12
12,1,1,0,0,1,0,0,5,4,29,0,9,1,0,2,2,1,0,0,0,0,0,0,0,2,3,9,1,1,0,0,0,0,9,2,0,0,1,2,0,6,11,55,126,0,16,0,6,12,4,16,2,0,0,0,0,0,3,3,18,101,0,10,1,0,7,2,7
7,3,0,0,1,0,0,3,2,3,32,0,7,2,0,2,1,1,0,0,1,1,0,0,2,1,0,5,1,0,0,0,1,0,8,0,0,0,0,1,0,11,6,49,99,4,17,3,1,8,3,15,1,0,0,0,0,0,1,3,14,97,1,3,3,0,1,2,8
8,4,0,0,2,0,0,3,2,3,22,0,5,0,1,3,1,5,1,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,11,0,1,0,0,1,0,10,7,47,122,0,18,5,3,11,4,21,3,1,0,1,0,0,3,2,6,103,0,8,1,0,7,2,10
10,0,0,0,0,0,0,1,6,2,24,0,3,1,0,1,0,2,1,0,0,0,0,0,0,2,1,6,1,0,0,0,0,1,7,3,0,1,0,0,0,4,11,19,118,1,5,2,1,5,2,19,1,1,0,0,0,0,1,6,5,103,1,3,0,0,5,1,9
9,2,0,0,1,0,0,3,12,3,41,2,3,3,1,2,3,1,0,0,0,0,0,0,0,1,0,7,1,2,0,0,0,0,10,0,0,0,0,2,0,8,15,25,92,1,5,2,0,5,3,17,1,0,0,1,0,0,3,10,2,71,1,5,0,1,4,3,14
