V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
2,0,7,0,0,0,0,0,2,0,7,2,0,1,0,2,0,3,0,13,0,0,1,1,0,5,0,27,0,0,2,0,13,0,27,3,20,0,0,1,0,0,3,0,32,2,0,10,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2,0,10,0,0,0,0,0,1,0,12,5,0,0,0,3,0,5,1,12,0,0,1,0,0,1,0,37,2,0,3,4,11,0,15,5,18,0,0,0,1,0,5,0,51,5,0,1,8,14,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
6,0,3,0,0,0,0,0,2,0,5,0,0,0,0,3,0,4,0,12,0,0,0,0,0,2,0,54,0,0,2,1,9,0,12,1,15,0,0,1,0,0,2,0,36,0,0,1,7,19,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
5,0,7,0,0,0,0,0,2,0,6,2,0,0,0,0,0,16,0,19,0,0,0,0,0,2,0,38,1,0,1,5,10,0,23,5,19,0,0,0,0,0,1,0,40,3,0,5,6,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
5,0,11,0,0,0,0,0,5,0,7,0,0,0,2,4,0,7,0,15,0,0,0,1,0,1,0,25,0,0,4,1,6,0,26,4,16,0,0,1,0,0,6,0,58,2,0,5,3,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,8,0,0,0,0,0,1,0,9,3,0,0,0,1,0,7,0,23,0,0,1,0,0,3,0,62,0,0,0,1,8,0,27,3,8,0,0,3,0,0,2,0,55,2,0,1,8,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,3,0,0,0,0,0,5,0,3,1,0,0,0,1,0,20,1,18,0,0,0,0,0,5,0,62,0,0,3,3,10,0,16,2,15,0,0,0,0,0,1,0,54,2,0,1,8,16,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
7,0,1,0,0,0,0,0,1,0,3,1,0,0,1,0,0,15,1,13,0,0,1,1,0,3,0,46,0,0,2,0,9,0,15,2,15,0,0,1,2,0,10,0,54,1,0,2,11,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,0,7,0,0,1,0,0,0,0,7,1,0,1,0,4,0,19,1,14,0,0,0,0,0,2,0,38,1,0,1,3,14,0,20,7,16,0,0,2,1,0,9,0,41,0,0,2,6,16,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,10,0,0,0,0,0,0,0,4,1,0,3,0,2,0,24,2,18,0,0,0,0,0,5,0,48,1,0,1,7,6,0,27,3,13,0,0,0,1,0,7,0,59,1,0,4,5,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,7,0,0,0,0,0,0,0,11,1,0,0,0,2,0,22,1,15,0,0,1,1,0,3,0,42,1,0,1,6,5,0,30,4,8,0,0,0,0,0,8,0,48,1,0,7,10,14,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
7,1,3,0,0,0,0,0,1,0,10,0,0,1,0,0,0,21,2,12,0,0,1,1,0,4,0,41,0,0,2,1,8,0,15,3,21,0,0,1,0,0,4,0,39,1,0,2,6,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
12,0,4,0,0,0,0,0,1,0,3,6,0,0,1,1,0,26,7,8,0,0,0,1,0,2,0,54,0,0,3,3,4,0,17,6,17,0,0,0,2,0,3,0,61,2,0,2,5,24,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,0,0,0,0,0,0,2,0,8,2,0,0,0,1,0,28,1,3,0,0,1,0,0,2,0,59,0,0,3,2,9,0,21,3,6,0,0,0,2,0,5,0,58,0,0,7,11,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
12,0,2,0,0,0,0,0,2,0,3,0,0,0,0,3,0,38,1,15,0,0,1,0,0,1,0,38,2,0,2,1,5,0,33,3,20,0,0,0,4,0,3,0,68,1,0,2,6,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,1,3,0,0,0,0,0,0,0,2,3,0,3,0,0,0,42,3,12,0,0,0,0,0,0,0,51,1,0,2,4,13,0,23,7,17,0,0,1,1,0,6,0,71,1,0,4,6,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,36,0,10,0,0,0,0,0,1,0,61,0,0,2,3,8,0,23,5,5,0,0,0,1,0,2,0,89,3,0,2,4,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12,1,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,30,3,7,0,0,0,0,0,2,0,49,1,0,6,0,4,0,15,4,16,0,0,0,0,0,3,0,91,1,0,3,4,8,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
13,0,3,0,0,0,0,0,3,0,6,1,0,1,0,3,0,31,1,20,0,0,0,0,0,3,0,56,1,0,1,4,5,0,20,6,12,0,0,0,0,0,5,0,105,1,0,4,6,15,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14
14,0,2,0,0,0,0,0,2,0,4,1,0,0,0,3,0,38,0,8,0,0,0,0,0,2,0,55,0,0,2,5,5,0,31,2,13,0,0,0,0,0,4,0,91,2,0,1,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,0,2,0,0,2,0,0,1,0,7,1,0,1,0,0,0,29,3,16,0,0,1,2,0,3,0,27,2,0,3,3,5,0,38,1,17,0,0,1,0,0,5,0,110,3,0,6,6,9,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
13,0,3,0,0,2,0,0,0,0,6,4,0,0,0,1,0,24,1,15,0,0,0,0,0,1,0,31,0,0,4,0,5,0,21,4,14,0,0,0,2,0,13,0,103,0,0,4,2,11,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
12,1,8,0,0,0,1,0,3,0,9,0,0,1,2,1,0,24,0,11,0,0,1,0,0,3,0,61,0,0,0,1,5,0,35,2,18,0,0,3,1,0,12,0,88,2,0,4,5,7,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
20,1,1,0,0,1,1,0,1,0,9,0,0,0,2,0,0,25,2,6,0,0,0,0,0,2,0,48,3,0,3,2,4,0,30,2,18,0,0,1,0,0,11,0,97,2,0,2,5,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,0,9,0,0,0,1,0,4,0,3,1,0,0,0,0,0,14,2,8,0,0,1,2,0,2,0,41,4,0,2,4,5,0,20,2,10,0,0,2,1,0,17,0,164,1,0,5,2,13,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,0,0,0,0,1,0,2,2,0,2,0,2,0,32,1,9,0,0,1,0,0,6,0,50,2,0,2,5,5,0,26,2,5,0,0,0,0,0,13,0,115,1,0,5,4,8,5,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8
8,0,3,0,0,1,0,0,4,0,11,1,0,0,0,0,0,19,0,6,0,0,1,0,0,4,0,38,3,0,2,1,10,0,32,1,8,0,0,0,1,0,18,0,117,1,0,4,1,11,8,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2
2,0,4,0,0,0,0,0,3,0,9,3,0,1,0,1,0,22,0,5,0,0,0,1,0,6,0,36,3,0,2,2,7,0,40,1,11,0,0,3,0,0,10,0,125,0,1,4,8,10,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
3,1,2,0,0,0,0,0,1,0,10,0,0,0,1,0,0,33,1,15,0,0,0,0,0,12,0,36,3,0,3,2,4,0,42,0,5,0,0,2,0,0,14,0,132,5,0,6,8,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,5,0,0,0,0,0,6,0,11,0,0,1,0,0,1,30,1,21,0,0,1,0,0,7,0,48,2,0,3,4,5,1,24,1,8,0,0,1,1,0,11,0,102,1,0,5,5,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,5,0,0,0,0,0,1,0,8,0,0,2,0,0,1,39,0,13,0,0,0,0,1,5,0,40,6,0,0,0,8,0,41,0,5,0,0,0,1,0,14,0,128,2,0,7,4,16,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
3,0,2,0,0,0,0,0,1,0,4,5,0,1,0,0,0,26,0,15,0,0,2,2,1,6,0,41,4,0,4,2,5,2,40,2,6,0,0,1,3,0,11,0,103,1,0,4,4,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5,1,7,0,0,0,0,0,0,0,5,1,0,1,0,0,0,28,0,15,0,0,1,0,0,4,0,35,9,0,2,3,8,6,32,1,10,0,0,1,1,0,20,0,124,3,0,2,5,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,2,0,13,0,0,1,0,0,0,27,0,9,0,0,0,0,0,3,0,23,7,1,1,0,1,2,42,1,11,0,0,0,0,0,15,0,118,1,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,4,0,0,0,0,2,0,0,8,0,0,2,0,1,0,37,0,8,0,0,0,0,0,3,0,35,5,0,4,0,2,1,43,0,8,0,0,3,0,0,18,0,122,0,0,7,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
