V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
1,0,8,0,0,0,0,0,1,0,2,0,0,0,1,1,0,4,0,12,0,0,0,0,0,1,0,31,1,0,3,1,6,0,10,4,6,0,0,0,2,0,6,0,38,3,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,1,0,3,1,0,1,0,0,0,7,1,12,0,0,0,1,0,0,0,28,2,0,0,2,12,0,8,4,9,0,0,0,1,0,4,0,37,3,0,2,9,15,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
2,0,5,0,0,0,0,0,0,0,7,0,0,1,0,0,0,3,0,9,0,0,0,0,0,2,0,38,1,0,2,3,4,0,6,1,15,0,0,0,0,0,5,0,29,0,0,2,6,20,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
3,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,2,7,0,0,0,1,0,4,0,32,1,0,3,3,5,0,10,0,8,0,0,0,3,0,7,0,36,0,0,1,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,6,0,0,0,0,0,1,0,3,3,0,1,1,2,0,2,1,19,0,0,0,1,0,6,0,25,3,0,1,1,8,0,10,2,6,0,0,0,1,0,8,0,29,1,0,5,5,14,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,3,10,0,0,0,0,0,5,0,36,3,0,1,0,7,0,14,4,15,0,0,0,0,0,4,0,16,1,0,0,7,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,0,1,0,0,0,0,7,3,0,1,1,2,0,2,2,13,0,0,0,0,0,1,0,28,0,0,6,3,12,0,14,2,10,0,0,0,0,0,7,0,29,1,0,2,4,26,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,12,0,0,0,0,0,5,0,27,0,0,1,4,23,0,15,0,16,0,0,1,1,0,7,0,20,1,0,4,3,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2,0,1,0,0,0,0,0,0,0,5,3,0,0,0,1,0,3,0,12,0,0,0,0,0,3,0,19,1,0,2,3,13,0,12,2,9,0,0,1,0,0,4,0,35,1,0,2,3,26,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
1,0,2,0,0,0,0,0,0,0,4,1,0,1,1,1,0,6,2,11,0,0,0,0,0,4,0,30,0,0,2,2,12,0,12,5,19,0,0,0,0,0,8,0,39,3,0,1,2,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
3,0,4,0,0,0,0,0,4,0,4,1,0,0,0,2,0,4,1,10,0,0,0,0,0,2,0,30,0,0,2,2,14,0,10,2,11,0,0,0,0,0,3,0,24,1,0,2,3,21,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6,0,2,0,0,1,0,0,1,0,3,2,0,0,0,1,0,6,1,7,0,0,0,0,0,2,0,24,0,0,2,2,6,0,12,2,8,0,0,1,0,0,10,0,39,0,0,1,6,23,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4
4,1,4,0,0,0,0,0,1,0,3,1,0,1,0,0,0,1,1,11,0,0,0,0,0,2,0,23,1,0,2,1,17,0,14,3,17,0,0,1,0,0,4,0,24,1,0,2,3,18,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
3,0,8,0,0,0,0,0,2,0,2,3,0,0,1,0,0,4,0,14,0,0,0,0,0,4,0,41,1,0,1,2,16,0,29,0,10,0,0,0,0,0,5,0,25,3,0,1,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1,0,0,4,0,3,1,0,0,0,1,0,6,0,16,0,0,3,0,0,1,0,43,0,0,3,3,11,0,23,2,11,0,0,1,0,0,4,0,39,2,0,0,2,22,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
4,0,11,0,0,0,0,0,4,0,4,2,0,1,0,1,0,4,1,19,0,0,0,0,0,1,0,55,1,0,3,2,13,0,21,3,13,0,0,2,0,0,6,0,36,3,0,1,8,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,0,5,0,0,0,0,0,0,0,3,0,0,1,0,2,0,2,1,15,0,0,0,0,0,2,0,39,0,0,3,2,5,0,14,3,12,0,0,0,0,0,1,0,23,2,0,0,5,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,7,0,0,0,1,0,1,0,7,1,0,0,0,0,0,3,0,12,0,0,0,1,0,3,0,42,0,0,0,5,13,0,16,7,14,0,0,0,0,0,10,0,35,2,0,3,10,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,0,4,0,0,0,0,0,1,0,5,1,0,1,0,3,0,3,0,16,0,0,0,1,0,4,0,38,0,0,0,5,8,0,20,3,10,0,0,1,2,0,5,0,28,2,0,3,5,10,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
