V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,hom2004
4,0,0,30,2,1,0,0,2,0,6,0,4,0,0,1,0,3
3,0,2,8,6,0,0,1,4,0,11,0,0,2,0,0,1,5
5,3,0,13,6,0,0,1,1,0,11,0,0,0,0,1,0,4
4,1,4,11,4,0,0,0,1,0,9,0,0,0,0,1,0,9
9,0,3,13,7,0,0,0,0,0,7,0,1,0,0,0,0,7
7,0,2,19,5,0,0,0,2,0,11,0,0,0,0,0,0,6
6,0,5,23,6,0,0,0,0,0,14,0,0,0,0,0,0,7
7,1,0,29,2,1,0,0,0,0,8,2,0,0,0,1,1,10
10,0,9,21,8,0,0,0,0,0,17,0,0,0,0,1,0,2
2,0,4,13,5,0,0,0,0,1,15,0,2,0,0,0,1,3
3,1,11,18,6,1,0,0,1,0,2,0,0,0,0,2,0,13
13,1,1,18,5,0,0,0,0,0,14,0,0,0,0,1,0,4
4,0,0,18,9,0,0,0,0,0,17,0,0,0,2,0,0,10
10,0,2,14,4,0,0,1,4,0,17,0,0,0,0,0,1,5
5,0,2,11,2,0,0,0,4,0,4,0,0,0,0,1,1,6
6,0,3,7,4,1,0,0,1,0,7,0,0,0,0,1,0,7
7,0,1,12,1,0,0,0,0,0,9,1,0,1,0,0,0,4
4,0,4,7,1,1,0,0,3,0,6,0,0,0,0,0,0,4
4,0,5,9,3,0,0,0,0,0,8,0,0,0,0,1,0,4
4,3,2,13,2,0,1,0,0,2,7,0,0,0,1,2,1,6
6,0,1,10,2,0,0,0,2,0,8,0,0,1,0,2,5,5
5,2,2,14,1,0,1,0,1,0,5,0,0,1,0,1,8,9
9,1,0,9,1,0,0,0,0,2,3,0,0,0,0,3,2,9
9,0,0,8,1,0,0,1,1,0,3,0,0,0,0,0,1,7
7,1,0,7,2,0,0,0,0,0,4,0,0,0,0,0,3,11
11,0,0,12,1,0,0,0,0,0,4,0,0,0,0,3,4,6
6,0,0,9,4,0,1,0,2,0,9,0,0,0,0,0,5,6
6,2,0,7,0,0,0,0,1,0,10,0,0,0,1,1,3,6
6,1,1,3,0,0,0,0,1,0,5,0,0,1,0,6,2,8
8,2,1,11,2,0,0,0,2,0,3,0,0,0,0,4,3,10
10,1,0,8,1,0,2,0,1,0,2,0,0,0,0,2,3,12
12,3,0,3,0,0,0,0,1,0,6,0,0,0,0,4,1,15
15,2,0,2,0,0,0,1,1,0,1,0,0,0,0,3,6,21
21,1,1,3,1,0,0,0,0,0,0,0,0,0,1,5,1,22
22,0,1,2,0,0,1,0,0,0,5,0,0,0,0,6,6,11
11,1,0,4,0,0,1,0,1,0,5,0,0,0,0,1,5,5
5,1,3,11,0,0,0,0,1,0,4,0,0,0,0,3,2,12
12,0,3,7,0,0,0,0,0,0,11,0,0,0,0,3,4,9
9,0,0,5,0,0,1,1,0,0,8,0,0,0,0,2,1,10
10,0,0,5,1,1,0,0,1,0,0,0,0,0,0,4,3,5
5,0,1,3,0,0,1,0,0,0,11,0,0,0,1,2,4,10
10,0,0,4,0,0,0,0,0,1,2,0,0,0,0,2,0,30
30,3,1,1,0,1,1,1,1,0,7,0,0,0,0,3,1,21
21,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,22
22,0,0,6,0,0,0,0,0,1,11,1,0,0,0,6,1,24
24,1,0,2,0,0,0,0,2,0,9,0,0,0,0,6,0,15
15,0,1,4,0,0,0,1,1,0,14,0,0,0,0,7,1,19
19,2,1,3,0,0,1,1,2,0,12,0,0,1,0,1,2,26
26,1,1,3,1,1,1,1,1,0,10,0,0,0,1,1,3,16
16,1,1,1,0,0,0,1,0,1,9,0,0,0,0,0,0,13
13,1,1,5,0,0,2,0,1,0,3,0,0,0,0,1,4,15
15,3,1,2,1,1,4,1,0,0,11,0,0,2,0,3,2,18
18,1,0,2,0,1,1,0,0,0,5,0,0,0,0,2,1,9
9,0,0,4,0,0,2,0,0,1,11,0,0,0,0,5,2,4
