V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
7,1,1,1,1,0,1,0,3,0,99,0,0,1,0,38,16,6,0,1,5,1,1,2,0,5,0,39,0,0,0,0,19,3,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,16,2,11,0,0,3,5,1,5,0,1,0,150,0,0,0,1,25,24,6
6,0,3,3,0,0,3,1,6,0,118,0,0,0,0,25,17,1,1,6,1,1,0,3,0,5,0,41,0,0,0,0,13,2,0,0,1,0,0,0,0,0,6,0,25,0,0,0,0,15,0,10,0,5,1,0,0,1,0,1,0,149,0,0,0,1,33,24,10
10,2,2,0,1,0,2,0,5,1,123,0,0,0,0,61,18,3,0,0,1,1,1,1,2,5,0,32,1,0,1,0,18,1,2,1,0,0,1,0,0,0,1,0,34,0,0,0,2,8,0,11,0,2,2,3,0,4,0,1,0,124,0,0,0,1,15,21,5
5,1,0,0,0,0,2,0,6,0,106,0,0,0,0,35,22,1,0,0,2,4,0,1,0,0,1,25,0,0,0,0,14,7,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,11,3,5,2,1,3,3,0,1,0,0,0,105,0,0,1,2,28,16,3
3,0,2,1,2,1,3,1,5,0,73,0,0,0,0,42,23,2,0,0,0,4,1,2,0,1,0,20,0,0,0,0,15,7,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,4,6,0,0,1,1,0,5,0,5,0,104,0,0,0,0,21,17,8
8,2,0,1,0,0,2,1,2,0,85,0,0,1,0,40,15,4,0,0,0,4,0,1,0,2,0,22,0,0,0,0,14,6,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,5,0,10,0,1,1,2,0,1,0,2,0,77,0,0,2,0,21,16,10
10,1,1,0,1,1,4,0,1,0,70,0,0,0,0,31,13,1,0,0,0,0,0,2,0,1,0,31,0,0,0,0,31,6,0,1,0,0,1,0,1,0,0,0,25,0,0,0,0,12,2,9,1,0,0,0,0,4,1,1,0,96,0,0,0,0,18,21,10
10,1,0,0,0,0,1,1,6,0,37,0,0,0,0,30,13,4,2,0,0,1,0,1,0,0,0,30,0,0,0,0,16,5,2,0,0,0,1,0,0,1,1,0,9,0,0,0,1,11,1,11,0,0,0,0,1,1,0,5,0,85,0,0,1,0,26,22,11
11,0,1,0,1,0,5,0,4,0,6,0,0,0,1,21,17,5,0,0,0,0,1,2,0,3,1,25,0,0,0,0,19,2,2,1,0,0,0,1,2,0,1,1,8,0,0,0,3,10,0,13,1,0,0,0,0,2,0,2,2,54,0,0,0,0,15,14,3
3,1,0,0,0,0,2,1,4,0,170,0,0,0,0,32,18,4,2,0,0,0,0,3,0,1,0,33,0,0,0,0,22,5,2,0,0,0,0,0,2,0,0,0,12,0,0,0,0,11,1,6,2,0,0,1,2,3,0,2,0,114,0,0,0,0,21,17,11
11,2,0,0,0,0,6,0,2,1,119,0,0,0,1,26,22,2,5,1,0,0,0,2,0,1,0,38,0,0,0,0,21,4,0,0,0,0,1,0,1,0,1,2,31,0,0,1,0,5,0,9,0,0,0,0,0,3,0,2,2,111,0,0,0,1,22,35,8
8,0,0,0,1,1,5,1,1,0,46,0,1,0,0,39,14,3,1,0,0,0,0,3,0,5,0,19,0,0,0,0,18,4,1,0,0,0,0,0,0,1,2,0,25,0,0,0,1,11,0,5,1,0,1,0,0,2,0,0,0,67,0,0,0,0,28,28,9
9,0,0,0,0,0,6,1,3,1,102,0,0,0,1,39,18,6,1,0,0,0,0,2,1,2,0,19,0,0,0,0,20,3,3,0,0,0,1,0,1,0,1,1,33,0,0,0,0,10,1,6,0,0,0,1,0,1,1,3,1,73,0,0,0,1,20,37,10
10,0,0,0,0,1,4,0,10,0,88,0,0,0,0,36,21,3,2,1,0,0,0,1,0,7,0,21,0,0,0,1,22,3,1,0,0,0,0,0,0,0,5,1,30,0,0,0,1,8,0,13,2,1,0,0,1,0,1,0,6,72,0,0,0,0,19,30,9
9,0,0,0,0,0,2,2,15,1,84,0,0,1,0,31,9,3,0,0,0,0,0,0,0,4,0,13,0,0,1,1,26,2,1,1,0,0,0,0,0,0,4,2,16,0,0,0,0,6,0,13,2,0,0,1,0,2,0,5,1,54,0,0,0,1,31,18,6
6,2,0,0,0,0,3,0,8,5,84,0,0,0,0,28,16,5,0,1,0,0,0,2,0,2,8,16,0,0,0,1,18,4,1,0,0,0,0,0,0,0,2,4,18,0,0,0,0,10,0,6,1,0,0,0,1,1,0,9,11,60,0,0,0,1,36,21,12
12,1,0,0,0,2,4,1,7,1,94,0,0,0,0,54,12,7,1,0,0,0,0,3,0,5,4,51,0,0,0,0,17,7,1,0,0,0,1,0,1,0,3,4,18,0,0,0,0,5,0,13,0,0,0,0,0,4,0,1,24,150,0,0,2,1,30,14,7
7,1,0,0,2,0,1,1,7,7,100,0,0,1,0,30,16,3,1,0,0,1,0,0,0,2,3,46,0,0,0,0,15,3,4,0,0,0,0,0,0,0,1,2,28,0,0,0,0,4,0,9,1,0,0,0,0,0,0,4,16,90,0,0,1,1,26,18,5
5,1,0,0,3,1,4,1,6,20,108,0,0,0,0,41,10,3,1,0,0,0,1,1,0,1,13,41,0,0,0,0,9,7,1,0,0,0,0,0,1,0,0,6,23,0,0,0,1,6,0,5,2,0,0,0,1,3,0,3,22,80,0,0,0,0,12,9,7
7,1,0,0,1,5,3,0,2,19,100,0,0,2,0,45,20,4,0,0,0,0,0,4,0,0,13,36,0,0,0,2,12,4,1,0,0,0,0,0,0,0,3,2,21,0,0,0,1,7,4,4,1,0,0,0,0,0,0,0,21,50,0,0,1,1,16,22,8
8,2,0,0,1,1,3,2,1,15,92,0,0,2,0,40,19,7,1,0,0,0,0,4,0,1,12,31,0,0,0,0,14,2,2,2,0,0,0,0,0,0,3,5,30,0,0,0,1,8,0,8,0,0,0,0,0,2,0,2,16,73,0,0,0,0,23,16,8
8,2,0,0,1,2,0,0,2,12,102,0,0,1,2,18,12,2,0,0,0,0,0,0,0,3,2,32,0,0,0,1,12,3,3,1,0,0,0,0,0,0,1,3,39,0,0,0,0,4,2,12,1,0,0,0,0,3,1,3,14,79,0,0,0,2,11,15,9
9,1,0,0,0,0,1,0,3,6,97,0,0,0,1,13,24,4,1,0,0,1,2,3,0,1,13,38,0,0,2,0,4,11,2,0,0,0,0,0,0,0,3,3,15,0,0,0,1,1,1,8,1,0,0,2,0,5,0,1,25,54,0,0,2,0,5,23,8
8,2,0,0,0,0,4,0,3,22,138,0,0,0,3,12,28,0,0,0,0,1,0,1,0,3,9,30,0,0,0,0,2,8,0,1,0,0,0,0,0,0,2,2,32,0,0,0,0,1,3,9,1,0,0,1,0,3,0,2,17,78,0,0,1,1,5,25,11
11,3,0,0,0,0,2,0,6,19,99,0,0,1,2,25,28,5,0,0,0,0,1,0,2,5,5,15,0,0,0,0,6,8,1,0,0,0,0,0,0,0,1,4,25,0,0,0,0,0,3,9,0,0,0,1,2,3,0,3,18,59,0,0,2,0,3,25,7
7,0,0,0,6,1,0,0,7,30,111,1,0,0,1,29,35,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,7,9,5,0,0,0,1,0,1,0,4,2,30,0,0,0,0,3,1,9,3,0,0,1,2,0,0,7,17,45,0,0,0,0,7,32,3
3,1,0,0,0,2,3,0,1,22,110,0,0,0,0,16,31,3,1,0,0,0,0,1,0,4,18,14,0,0,0,1,1,3,1,0,0,0,0,0,0,0,3,6,29,0,0,0,0,3,5,8,1,0,0,0,0,0,0,2,26,53,0,0,0,0,12,18,15
15,1,0,0,1,1,4,2,2,24,126,0,0,1,1,13,26,0,1,0,0,0,0,1,0,0,7,46,0,0,0,0,1,8,3,0,0,0,0,1,0,0,0,4,24,1,0,0,0,0,4,8,0,0,0,1,0,7,0,1,16,81,0,0,1,0,29,18,13
13,1,0,0,4,1,1,1,4,25,105,0,0,0,0,8,35,1,0,0,0,1,0,0,0,4,12,25,0,0,1,0,0,7,6,0,0,0,1,1,0,0,1,1,18,0,0,0,1,1,1,11,2,0,0,2,0,5,0,1,17,37,0,0,1,0,1,15,10
10,0,0,0,0,0,0,0,3,21,112,0,0,1,0,8,21,0,0,0,0,0,0,1,0,5,12,14,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,4,14,0,0,1,0,1,1,14,1,0,0,0,2,1,0,1,15,47,0,0,0,1,4,13,6
6,0,0,0,0,0,1,0,2,19,102,0,0,0,0,11,14,2,1,0,0,0,0,0,0,3,13,33,0,0,1,0,5,3,2,0,0,0,0,0,0,0,1,2,8,0,0,0,0,1,4,8,2,0,0,0,0,1,1,0,14,68,0,0,3,1,4,17,6
