V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
6,0,13,0,0,0,0,0,1,0,20,1,0,0,1,5,0,3,0,12,0,0,0,1,0,3,0,42,0,0,0,5,13,0,8
8,0,16,0,0,0,0,0,1,0,17,1,0,0,0,2,0,3,0,16,0,0,0,1,0,4,0,38,0,0,0,5,8,0,6
6,0,15,0,0,0,0,0,0,0,16,0,0,0,0,4,0,3,0,13,0,0,1,1,0,5,0,27,0,0,2,0,13,0,7
7,0,7,0,0,0,0,0,0,0,16,0,0,1,0,2,0,5,1,12,0,0,1,0,0,1,0,37,2,0,3,4,11,0,12
12,0,9,0,0,0,0,0,0,0,11,0,0,3,0,1,0,4,0,12,0,0,0,0,0,2,0,54,0,0,2,1,9,0,10
10,0,15,0,0,0,0,0,0,0,13,0,0,0,0,26,0,16,0,19,0,0,0,0,0,2,0,38,1,0,1,5,10,0,14
14,0,20,0,0,0,0,0,0,0,8,1,0,0,1,9,0,7,0,15,0,0,0,1,0,1,0,25,0,0,4,1,6,0,5
5,0,20,0,0,0,0,0,2,0,13,1,0,0,0,4,0,7,0,23,0,0,1,0,0,3,0,62,0,0,0,1,8,0,13
13,0,8,0,0,0,0,0,0,0,20,0,0,0,0,5,0,20,1,18,0,0,0,0,0,5,0,62,0,0,3,3,10,0,15
15,1,6,0,0,0,0,0,1,0,13,0,0,1,0,1,0,15,1,13,0,0,1,1,0,3,0,46,0,0,2,0,9,0,17
17,2,13,0,0,0,0,0,0,0,19,0,0,0,0,5,0,19,1,14,0,0,0,0,0,2,0,38,1,0,1,3,14,0,10
10,1,10,0,0,0,0,0,0,0,19,1,0,2,2,2,0,24,2,18,0,0,0,0,0,5,0,48,1,0,1,7,6,0,18
18,4,4,0,0,0,0,0,1,0,22,0,0,0,0,2,0,22,1,15,0,0,1,1,0,3,0,42,1,0,1,6,5,0,13
13,1,10,0,0,0,0,0,0,0,19,2,0,0,0,0,0,21,2,12,0,0,1,1,0,4,0,41,0,0,2,1,8,0,23
23,2,10,0,0,0,1,0,0,0,23,1,0,0,0,2,0,26,7,8,0,0,0,1,0,2,0,54,0,0,3,3,4,0,24
24,0,1,0,0,0,0,0,0,0,38,0,0,0,0,4,0,28,1,3,0,0,1,0,0,2,0,59,0,0,3,2,9,0,32
32,0,7,0,0,0,0,0,0,0,27,1,0,0,0,5,0,38,1,15,0,0,1,0,0,1,0,38,2,0,2,1,5,0,38
38,2,9,0,0,0,0,0,0,0,14,1,0,1,1,5,0,42,3,12,0,0,0,0,0,0,0,51,1,0,2,4,13,0,23
23,1,3,0,0,0,0,0,1,0,20,0,0,0,1,2,0,36,0,10,0,0,0,0,0,1,0,61,0,0,2,3,8,0,25
25,0,8,0,0,0,0,0,0,0,20,0,0,0,0,1,0,30,3,7,0,0,0,0,0,2,0,49,1,0,6,0,4,0,21
21,2,8,0,0,0,1,0,0,0,20,0,0,0,0,2,0,31,1,20,0,0,0,0,0,3,0,56,1,0,1,4,5,0,33
33,0,4,0,0,0,0,0,0,0,14,0,0,0,3,1,0,38,0,8,0,0,0,0,0,2,0,55,0,0,2,5,5,0,27
27,0,6,0,0,0,0,0,0,0,30,0,0,0,0,5,0,29,3,16,0,0,1,2,0,3,0,27,2,0,3,3,5,0,22
22,0,5,0,0,1,0,0,2,0,36,0,0,0,1,1,0,24,1,15,0,0,0,0,0,1,0,31,0,0,4,0,5,0,13
13,1,11,0,0,0,1,0,0,0,37,1,0,0,1,0,0,24,0,11,0,0,1,0,0,3,0,61,0,0,0,1,5,0,16
16,0,6,0,0,1,0,0,1,0,23,0,0,0,0,4,1,25,2,6,0,0,0,0,0,2,0,48,3,0,3,2,4,0,18
18,0,9,0,0,0,0,0,0,0,43,0,0,2,1,4,1,14,2,8,0,0,1,2,0,2,0,41,4,0,2,4,5,0,24
24,0,7,0,0,0,0,0,1,0,30,1,0,1,1,0,0,32,1,9,0,0,1,0,0,6,0,50,2,0,2,5,5,0,13
13,0,16,0,0,0,0,0,1,0,23,0,0,0,1,4,2,19,0,6,0,0,1,0,0,4,0,38,3,0,2,1,10,0,22
22,0,8,0,0,0,0,0,0,0,36,0,0,0,2,5,0,22,0,5,0,0,0,1,0,6,0,36,3,0,2,2,7,0,29
29,1,6,0,0,0,0,0,2,0,21,0,0,0,1,1,0,33,1,15,0,0,0,0,0,12,0,36,3,0,3,2,4,0,21
21,1,4,0,0,0,1,0,0,0,15,0,0,0,0,0,0,30,1,21,0,0,1,0,0,7,0,48,2,0,3,4,5,1,30
30,0,7,0,0,0,0,0,1,0,21,1,0,0,0,0,2,39,0,13,0,0,0,0,1,5,0,40,6,0,0,0,8,0,21
21,1,3,0,0,0,0,0,1,0,15,1,4,1,0,3,1,26,0,15,0,0,2,2,1,6,0,41,4,0,4,2,5,2,22
22,0,9,0,0,1,0,1,1,0,9,0,0,0,0,1,0,28,0,15,0,0,1,0,0,4,0,35,9,0,2,3,8,6,26
26,1,9,0,0,1,0,0,0,0,16,0,0,1,0,0,1,27,0,9,0,0,0,0,0,3,0,23,7,1,1,0,1,2,27
27,0,7,0,0,0,0,1,0,0,26,0,0,0,0,1,0,37,0,8,0,0,0,0,0,3,0,35,5,0,4,0,2,1,21
