V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
3,1,3,0,0,0,0,0,0,0,13,1,0,1,0,6,0,4,0,12,0,0,0,0,0,1,0,31,1,0,3,1,6,0,2
2,0,5,0,0,0,1,0,0,0,18,0,0,0,0,9,0,7,1,12,0,0,0,1,0,0,0,28,2,0,0,2,12,0,3
3,1,8,0,0,0,0,0,1,0,21,0,0,0,1,4,0,3,0,9,0,0,0,0,0,2,0,38,1,0,2,3,4,0,3
3,0,5,0,0,0,0,0,2,0,32,0,0,1,1,4,0,6,2,7,0,0,0,1,0,4,0,32,1,0,3,3,5,0,2
2,0,4,0,0,0,1,0,3,0,18,0,0,0,0,1,0,2,1,19,0,0,0,1,0,6,0,25,3,0,1,1,8,0,8
8,1,3,0,0,0,0,0,0,0,45,0,0,2,0,2,0,2,3,10,0,0,0,0,0,5,0,36,3,0,1,0,7,0,4
4,2,12,0,0,0,0,0,0,0,18,0,0,0,2,16,0,2,2,13,0,0,0,0,0,1,0,28,0,0,6,3,12,0,7
7,1,9,0,0,0,0,0,1,0,23,0,0,0,0,13,0,1,2,12,0,0,0,0,0,5,0,27,0,0,1,4,23,0,3
3,0,4,0,0,0,0,0,1,0,22,1,0,1,3,6,0,3,0,12,0,0,0,0,0,3,0,19,1,0,2,3,13,0,3
3,0,15,0,0,1,0,0,0,0,11,0,0,1,0,4,0,6,2,11,0,0,0,0,0,4,0,30,0,0,2,2,12,0,6
6,0,8,0,0,0,0,0,0,0,10,0,0,0,1,2,0,4,1,10,0,0,0,0,0,2,0,30,0,0,2,2,14,0,4
4,0,9,0,0,0,0,0,0,0,14,0,0,0,3,2,0,6,1,7,0,0,0,0,0,2,0,24,0,0,2,2,6,0,9
9,0,6,0,0,0,0,0,1,0,14,0,0,1,1,3,0,1,1,11,0,0,0,0,0,2,0,23,1,0,2,1,17,0,1
1,1,3,0,0,0,0,0,1,0,18,0,0,0,0,4,0,4,0,14,0,0,0,0,0,4,0,41,1,0,1,2,16,0,2
2,0,13,0,0,0,0,0,1,0,17,1,0,0,0,4,0,6,0,16,0,0,3,0,0,1,0,43,0,0,3,3,11,0,4
4,0,9,0,0,0,0,0,0,0,17,0,0,0,1,2,0,4,1,19,0,0,0,0,0,1,0,55,1,0,3,2,13,0,5
5,0,13,0,0,0,0,0,1,0,17,0,0,0,0,4,0,2,1,15,0,0,0,0,0,2,0,39,0,0,3,2,5,0,6
