V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
37,2,0,4,0,0,1,0,0,0,21,0,0,0,2,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33
33,6,0,2,0,0,1,0,1,0,39,0,1,2,2,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
26,0,0,3,0,0,0,2,2,0,20,0,0,0,0,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30
30,1,0,3,0,0,0,1,1,0,67,1,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33
33,1,1,0,0,0,1,0,0,0,13,1,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39
39,4,0,4,0,0,1,0,1,0,51,0,0,1,2,6,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,22
22,2,0,0,0,0,0,1,0,0,67,0,0,1,0,5,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,35
35,2,0,4,0,0,1,1,0,0,32,1,0,2,3,9,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,41
41,1,0,5,0,0,0,2,2,0,43,0,0,1,2,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
31,1,0,4,0,0,0,0,0,0,44,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37
37,2,0,2,0,0,0,0,0,0,54,0,1,2,0,5,2,5,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,31
31,4,1,1,0,0,0,0,0,0,27,1,0,2,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,32
32,0,0,4,0,0,1,1,1,1,58,0,0,4,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36
36,0,0,0,0,0,1,1,1,0,90,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
58,1,0,1,1,0,0,1,4,0,138,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
26,1,0,1,0,0,0,1,1,0,52,0,0,3,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,35
35,2,0,3,0,0,0,0,0,1,127,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
26,2,0,1,0,0,3,0,0,0,70,0,0,0,3,3,4,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,34
34,0,0,1,0,0,0,0,3,0,41,0,0,0,1,5,4,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,23
23,0,0,4,0,0,1,0,0,0,93,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33
33,2,0,2,0,0,1,1,5,0,65,0,2,3,1,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
28,3,1,3,1,0,1,1,1,1,77,1,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,30
30,1,0,1,0,0,1,0,0,1,94,0,1,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
34,3,1,2,0,0,1,0,0,0,85,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
36,1,0,2,0,0,0,0,0,0,71,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32
32,1,0,1,1,0,2,1,4,2,44,0,2,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
22,2,0,9,1,0,1,0,3,0,32,5,3,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,35
35,0,0,17,0,0,0,0,5,3,35,0,7,1,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32
32,0,0,4,0,0,1,1,3,1,28,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
29,1,0,11,0,0,0,1,2,1,29,0,0,1,0,4,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
31,1,0,9,0,0,1,2,4,1,46,3,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
34,2,0,5,0,0,1,0,5,0,71,1,1,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
25,1,0,6,0,0,1,1,1,0,18,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
27,1,0,9,0,0,0,0,1,0,33,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37
