V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,hom2004
5,2,0,1,1,2,0,4,3,10,20,0,8,4,0,2,4,9,3,2,7,4,12,0,8,11,135,53,0,36,8,3,23,34,5,0,0,2,0,0,0,0,2,1,7,0,4,1,0,0,1,1,0,0,2,0,1,0,2,0,8,11,0,14,1,0,7,4,6,2,2,3,0,4,0,8,6,63,31,0,32,6,1,14,6,11,2,0,0,0,0,0,2,2,3,11,0,4,0,1,6,1,6
6,6,0,6,3,0,0,3,2,15,17,1,13,0,0,2,10,12,5,0,10,4,3,0,3,8,125,52,0,48,3,16,25,33,0,1,0,1,0,1,0,0,1,1,2,0,2,0,0,2,2,4,1,0,1,1,0,0,0,2,5,16,2,11,0,0,3,3,8,2,0,7,0,2,0,1,3,53,24,1,26,1,1,15,10,8,1,0,5,1,1,0,1,2,12,1,0,6,0,1,2,6,6
6,2,0,2,1,1,0,6,4,10,19,0,10,2,1,2,6,13,4,0,33,5,3,0,7,10,114,78,0,36,3,9,42,47,2,0,0,0,0,0,0,0,4,0,12,2,2,0,0,1,0,3,1,0,8,0,3,0,0,5,5,22,0,12,0,1,2,3,6,2,1,7,2,3,0,6,11,33,59,0,27,3,3,9,10,2,3,0,8,1,0,0,1,4,7,11,1,6,2,0,4,6,4
4,2,0,1,1,6,0,2,3,14,105,0,5,1,1,2,2,15,3,0,1,3,6,0,7,13,73,356,0,27,6,2,21,32,1,1,0,1,0,2,0,0,0,0,16,0,3,0,0,1,2,5,1,0,1,0,1,0,1,2,8,95,0,1,1,0,2,7,17,1,0,5,0,3,0,2,7,31,296,0,17,3,0,11,7,10,2,0,0,1,0,0,2,2,6,73,2,4,2,0,2,4,3
3,2,1,1,0,1,0,1,5,8,65,2,9,4,0,4,6,6,1,0,3,1,13,0,2,19,101,229,0,23,6,5,17,36,2,0,0,0,0,0,0,1,5,1,16,0,2,0,0,0,2,9,3,0,4,1,1,0,1,3,7,71,1,5,1,0,3,7,12,3,1,3,2,5,0,3,6,33,140,1,15,1,0,7,11,3,3,0,2,0,1,0,1,4,2,61,1,9,2,0,2,7,6
6,0,0,0,1,1,0,1,2,11,83,0,3,0,0,1,6,14,2,0,1,0,4,0,3,27,100,270,1,37,9,5,15,36,1,0,0,3,0,0,0,1,4,0,16,2,5,0,0,2,2,5,2,1,0,0,4,0,1,6,5,65,2,4,1,0,1,6,10,3,0,1,0,11,0,4,13,35,149,2,20,5,1,10,4,7,1,0,1,1,0,0,0,2,12,57,2,11,1,0,2,3,5
5,2,0,2,0,1,0,2,3,10,66,0,6,2,1,4,8,12,1,0,10,3,3,0,2,17,62,274,0,26,7,3,14,46,4,0,0,5,0,0,0,1,4,1,8,0,6,0,0,1,1,4,2,0,3,1,0,0,1,6,5,29,0,4,1,1,0,7,7,3,0,8,4,1,0,6,4,29,124,1,13,1,2,6,10,6,1,0,5,2,0,0,1,2,10,97,1,11,2,0,2,8,7
7,5,0,5,2,1,0,2,4,7,61,0,14,0,0,3,9,18,2,1,12,13,2,0,9,23,106,273,0,38,4,4,15,47,0,0,0,0,0,0,0,0,1,1,3,0,2,2,0,2,3,4,3,0,4,2,1,0,1,2,1,35,1,7,1,0,1,9,11,2,0,4,8,0,0,3,12,25,131,1,21,1,2,9,15,4,3,0,5,12,0,0,0,2,3,51,0,12,2,1,3,8,7
7,1,0,1,2,0,0,3,6,6,72,0,10,3,0,2,6,12,3,0,7,1,6,0,8,21,109,210,0,32,8,9,43,44,2,1,0,0,0,0,0,0,1,0,21,1,3,0,0,1,2,7,2,0,1,1,0,0,1,1,8,39,1,3,2,0,3,12,12,3,0,1,1,4,0,4,9,38,103,1,20,6,1,8,9,3,1,0,1,1,0,0,1,7,10,78,2,7,3,0,4,8,10
10,3,0,2,1,0,0,2,5,14,98,0,7,1,0,4,6,12,2,0,0,5,2,0,2,19,153,198,0,34,6,19,19,44,3,0,0,3,2,0,0,1,4,2,50,0,3,0,0,1,0,5,0,0,0,5,0,0,1,8,4,45,0,4,1,0,0,7,10,1,1,2,3,0,0,1,14,58,98,0,17,5,4,10,16,8,0,0,2,4,1,0,1,5,22,62,0,8,1,5,5,5,7
7,2,0,4,1,0,0,0,4,20,115,3,14,0,0,5,7,16,4,0,18,0,1,0,3,37,192,284,0,50,5,6,29,59,0,0,0,0,0,0,0,0,2,0,5,0,5,0,0,0,0,9,3,0,9,0,0,0,4,2,10,82,0,10,1,0,4,11,15,3,1,12,1,0,0,3,12,91,196,0,23,2,1,14,13,12,4,0,5,0,0,0,4,9,23,78,0,6,0,0,5,3,6
6,0,0,5,3,0,0,2,4,17,124,0,5,4,1,1,6,17,4,0,6,5,2,0,4,20,145,339,0,28,8,4,23,33,5,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,3,0,0,6,1,0,0,0,5,7,72,1,4,2,0,3,6,6,3,0,5,3,1,0,0,17,62,200,1,10,3,1,8,13,7,1,0,6,2,0,0,0,5,7,119,2,6,2,0,0,9,20
20,2,0,5,1,0,0,3,2,9,138,0,12,2,0,2,7,26,1,0,13,3,5,0,4,29,135,419,0,41,2,6,26,41,1,1,0,1,3,0,0,0,2,2,9,0,1,0,0,1,4,7,1,0,4,1,0,0,0,3,8,83,1,9,1,0,2,13,11,4,0,8,3,3,0,2,15,49,208,1,11,3,0,10,9,1,2,0,5,1,0,0,1,4,7,106,0,5,0,1,2,5,15
15,0,0,4,2,0,0,1,4,18,116,1,9,2,0,4,9,21,5,0,13,6,2,0,3,22,110,414,0,30,3,6,23,35,4,0,1,1,0,0,0,0,2,4,15,0,2,0,0,1,2,9,1,0,1,2,1,0,1,6,4,82,0,6,0,0,3,6,7,1,0,8,3,1,0,2,9,46,200,0,14,2,1,7,8,4,0,0,3,4,0,0,0,5,13,101,0,7,1,0,5,2,15
15,3,0,6,4,0,0,0,3,6,115,0,8,0,1,3,4,18,3,0,17,6,1,0,4,21,93,411,0,23,4,2,18,34,2,0,1,4,0,0,0,0,2,4,17,0,1,0,0,0,1,7,0,0,4,4,0,0,0,5,5,80,0,8,0,1,0,6,6,4,0,6,6,1,0,3,9,36,196,1,18,0,0,4,4,10,4,0,6,0,0,0,0,4,19,121,2,6,0,0,5,2,14
14,0,0,3,0,0,0,1,5,13,136,0,9,2,0,1,0,25,1,0,9,1,0,0,3,17,120,402,0,23,10,3,11,0,1,0,0,3,0,0,0,0,1,6,52,0,2,0,1,3,0,7,0,0,3,0,1,0,0,4,5,102,0,5,1,1,1,0,9,0,0,4,1,0,1,1,15,36,183,0,21,2,3,9,0,3,3,0,6,3,0,1,4,6,57,96,0,8,0,0,3,0,18
18,1,0,1,1,0,0,0,2,9,135,0,9,0,0,7,4,21,2,0,11,6,1,0,0,22,117,375,0,31,3,8,31,35,7,2,0,1,0,0,0,0,2,2,19,1,1,0,0,0,2,8,1,1,2,0,0,0,0,3,3,79,0,4,1,0,3,7,10,0,0,4,0,0,0,2,10,35,161,1,19,2,5,9,11,6,4,0,6,0,0,0,0,7,32,109,0,11,0,0,6,6,12
12,0,1,0,0,0,0,1,2,11,129,0,16,4,0,6,10,33,2,1,0,3,3,0,4,17,134,397,0,31,7,12,23,43,4,2,0,1,1,0,0,0,0,0,12,1,0,0,0,0,2,8,0,0,0,0,0,0,1,4,6,72,0,4,1,2,2,8,9,1,0,1,0,0,0,1,4,40,208,2,17,1,3,16,7,14,3,0,0,0,2,0,2,2,18,96,2,7,1,0,3,5,25
25,2,0,1,1,0,0,0,0,18,118,0,8,2,0,5,7,23,2,0,7,1,3,0,3,10,96,284,0,30,4,7,22,42,7,1,0,2,2,0,0,0,1,0,6,0,2,0,0,0,1,4,2,1,5,0,0,0,0,3,4,62,0,3,2,1,6,10,16,5,0,3,0,2,0,3,13,29,155,1,19,0,2,15,9,4,2,0,5,1,0,0,2,5,14,95,0,5,1,0,2,4,12
12,1,0,3,1,0,0,1,7,9,138,0,7,0,0,3,2,24,2,1,7,9,4,0,8,16,96,375,1,35,6,3,29,37,1,0,0,2,0,0,0,0,0,3,5,1,2,1,0,0,3,7,1,0,6,0,0,0,2,7,3,102,0,10,0,0,1,8,10,1,0,2,3,1,0,4,11,40,173,2,16,0,4,7,8,13,2,0,5,1,0,0,1,3,2,120,1,7,0,1,5,4,17
17,0,0,7,1,0,0,0,2,12,139,0,14,1,0,3,1,30,0,1,12,3,3,0,1,12,126,352,0,29,2,3,30,7,1,1,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,10,2,0,3,0,1,0,0,6,5,103,0,8,0,1,4,2,3,0,1,6,1,0,0,2,9,41,127,0,17,0,9,9,4,9,4,0,5,2,0,0,3,3,2,114,0,11,0,0,2,0,24
24,2,0,1,0,0,0,1,2,8,133,0,8,1,0,1,2,26,2,1,0,3,1,0,3,12,130,318,0,38,2,15,43,6,1,0,0,1,1,0,0,0,0,2,9,1,2,0,0,1,0,3,4,0,1,0,1,0,0,3,6,86,0,6,1,0,3,4,11,2,0,0,0,2,0,2,12,37,134,0,21,1,1,15,1,12,0,0,0,1,0,0,0,0,8,141,1,4,1,1,1,4,31
31,2,0,6,0,0,0,0,3,16,131,0,4,1,2,4,2,31,1,0,5,3,0,0,7,13,116,323,0,35,4,8,21,5,7,0,0,4,2,0,0,1,1,2,33,0,1,0,0,1,1,5,1,0,3,1,0,0,0,3,7,96,2,8,1,0,2,0,13,5,1,5,0,0,0,0,11,48,148,0,37,5,3,8,4,11,3,0,6,0,0,0,0,2,3,101,2,8,0,0,3,2,19
19,1,1,2,0,1,0,0,1,11,73,4,6,0,1,2,2,35,5,0,5,0,0,0,4,14,135,200,0,22,2,3,36,13,4,0,0,6,2,0,0,0,3,2,37,0,1,0,0,3,2,11,1,0,2,0,0,0,0,2,6,48,2,9,0,0,2,2,10,2,1,6,0,0,0,2,13,40,93,0,13,2,6,7,2,13,2,1,5,0,0,0,0,4,16,84,2,7,0,1,1,5,25
25,3,1,6,0,0,0,1,4,12,111,0,5,2,0,4,2,40,1,0,13,1,2,0,2,13,130,309,0,32,0,2,33,10,6,0,0,3,1,0,0,0,2,1,11,0,1,0,0,2,1,5,3,0,5,1,0,0,1,2,9,73,0,9,1,0,3,1,6,1,0,7,0,2,0,1,11,57,147,0,22,3,5,9,2,15,5,0,3,0,0,0,0,5,12,98,2,7,3,0,9,3,24
24,2,0,7,1,0,0,0,4,12,125,0,10,4,0,1,5,34,0,0,9,2,0,0,3,22,98,318,0,23,3,1,49,4,9,1,0,2,0,0,0,0,2,1,29,0,3,0,0,2,1,13,1,0,3,0,1,0,0,3,4,64,0,4,1,0,2,1,19,2,1,11,1,1,0,3,10,37,170,0,14,0,4,12,6,16,2,1,7,0,1,0,1,4,3,124,0,6,3,1,7,1,21
21,3,1,3,0,0,0,1,3,15,122,1,4,3,0,1,1,34,2,1,6,1,1,0,5,12,75,320,0,20,3,10,260,14,10,0,0,3,0,0,0,0,0,1,14,1,1,0,0,0,1,10,2,0,3,0,0,0,1,4,4,69,0,4,0,0,1,2,13,2,0,4,1,0,0,3,15,33,132,1,14,0,2,6,2,19,0,2,4,0,0,0,0,8,3,96,0,8,1,1,3,4,28
28,4,0,2,0,0,0,0,0,12,216,1,2,0,0,3,2,40,1,0,1,0,1,0,1,8,109,544,0,26,2,8,305,13,9,2,0,0,1,0,0,0,0,2,12,0,2,0,0,3,0,9,2,0,1,0,0,0,0,0,4,132,0,2,0,0,6,1,13,2,0,6,1,1,0,4,7,53,180,1,17,2,7,17,5,12,3,0,5,0,0,0,1,5,6,194,2,11,0,1,7,5,23
23,2,0,2,0,1,0,1,2,7,147,0,8,0,2,4,2,34,1,0,3,0,3,0,7,17,125,263,1,32,4,6,39,7,0,2,0,7,0,0,0,0,0,2,6,1,0,1,0,0,0,20,1,2,4,0,0,0,2,4,11,111,1,5,2,0,2,0,20,1,0,6,0,0,0,1,9,27,113,2,15,0,4,16,1,9,3,0,3,0,2,0,0,5,6,85,0,8,3,2,4,2,13
13,0,0,0,0,0,0,1,1,6,152,0,6,2,0,2,1,26,4,1,6,0,1,0,5,5,84,330,0,29,1,6,32,5,2,1,0,8,2,0,0,0,1,1,10,0,2,0,0,0,1,12,1,0,2,0,0,0,2,4,3,112,1,11,1,0,5,1,10,4,0,6,1,0,0,4,17,43,100,1,34,1,5,13,3,9,4,0,0,0,0,0,1,3,6,104,1,8,3,0,1,2,15
15,1,0,2,1,0,0,1,3,6,123,0,8,1,0,4,2,24,4,0,1,1,3,0,4,11,125,314,0,18,4,5,29,9,3,0,0,7,0,0,0,0,1,0,15,0,2,0,0,0,0,10,1,0,1,0,0,0,0,0,6,99,0,5,1,2,4,1,9,0,1,1,5,2,0,2,10,61,113,1,31,1,7,15,3,11,3,0,0,3,0,0,0,2,4,65,1,6,0,0,6,0,19
19,3,0,0,2,0,0,1,6,7,137,0,10,1,0,5,0,17,3,2,3,4,2,0,4,11,105,231,0,28,2,6,47,0,0,1,0,2,1,0,0,0,0,0,16,0,0,0,0,1,0,8,0,0,1,0,1,0,0,1,1,84,0,6,1,0,3,0,9,3,0,1,3,2,0,1,8,51,101,0,22,1,10,13,0,9,4,0,0,0,1,0,1,3,7,41,0,12,0,0,3,0,22
22,3,0,0,0,0,0,0,3,13,106,0,6,1,2,2,1,20,3,0,6,1,2,0,3,11,123,315,0,26,5,6,26,6,5,5,0,6,1,0,0,0,1,0,3,1,1,1,0,2,0,6,4,0,3,0,1,0,1,4,7,89,0,6,0,0,4,1,16,1,0,3,5,0,0,4,7,60,169,0,21,2,5,12,2,9,2,0,2,0,1,0,0,3,2,176,0,8,1,1,3,6,16
16,1,0,3,1,0,0,0,5,25,142,0,7,2,0,8,2,24,1,0,36,5,4,0,4,8,192,267,0,24,2,6,38,6,3,0,0,11,1,0,0,0,0,4,7,2,1,0,0,1,0,10,0,0,4,0,0,0,0,3,10,93,0,6,0,0,3,0,19,1,0,16,2,0,0,2,7,95,150,0,15,1,4,11,3,5,2,0,7,0,0,0,0,2,5,62,0,5,0,0,6,2,16
16,0,0,0,2,1,0,1,3,23,109,0,7,2,0,7,1,15,3,0,7,9,2,0,6,4,180,265,0,33,2,1,30,16,2,0,0,1,0,0,0,1,0,0,14,3,1,0,0,1,0,6,0,0,1,2,0,0,0,7,6,80,0,5,2,0,7,1,12,5,0,5,5,2,0,5,11,92,141,0,14,5,3,20,2,8,2,0,0,2,1,0,2,4,16,49,1,7,0,0,5,5,18
18,1,0,4,0,0,0,2,3,12,96,0,8,1,3,6,1,12,3,1,6,2,2,0,10,22,132,234,0,23,3,3,29,1,3,0,0,0,0,0,0,0,1,0,17,0,0,0,0,2,0,5,2,0,2,0,0,0,1,7,9,83,0,7,0,2,2,0,5,1,0,7,0,0,0,3,4,48,123,1,20,0,6,12,3,7,1,0,1,0,0,0,0,4,3,36,0,8,0,0,3,4,25
25,1,0,0,0,0,0,1,5,13,94,0,9,2,0,4,1,19,0,0,13,5,1,0,3,19,180,278,0,24,1,6,23,4,3,2,0,0,0,1,0,0,0,1,12,1,2,0,1,2,1,7,1,0,1,1,0,0,1,12,7,93,1,5,0,0,4,3,4,1,0,3,1,1,0,2,8,56,133,0,16,0,10,9,1,9,1,0,3,2,1,0,2,4,5,73,0,8,3,2,1,1,11
11,3,0,6,1,0,0,0,5,8,98,0,5,1,0,3,1,13,1,0,15,6,2,0,10,23,75,194,0,15,3,4,17,2,3,0,0,4,0,0,0,3,3,0,9,0,0,1,0,1,0,10,1,0,1,1,0,0,1,5,2,94,1,4,2,0,1,1,12,1,0,3,1,3,0,4,9,26,129,0,10,3,0,11,0,8,4,1,7,1,0,0,3,2,4,29,1,6,2,1,5,1,12
12,2,0,2,0,0,0,1,5,7,91,0,6,2,0,1,3,19,1,0,8,2,4,0,6,13,115,211,0,28,5,4,21,11,3,0,0,2,0,0,0,0,0,1,9,1,1,0,1,0,2,4,2,0,1,0,0,0,0,6,3,68,0,7,1,0,1,1,12,0,0,8,1,2,0,4,8,36,123,0,15,2,1,8,3,9,2,0,6,0,1,0,0,5,3,38,0,0,0,2,1,4,16
16,2,0,0,0,0,0,3,3,18,101,0,10,1,0,7,2,25,3,1,1,0,0,0,8,11,172,216,0,22,1,5,25,5,1,0,0,0,0,0,0,0,2,3,9,1,1,0,0,0,0,6,2,0,0,0,0,0,0,3,6,92,0,6,1,0,2,0,9,2,0,0,1,2,0,6,11,55,126,0,16,0,6,12,4,12,1,1,0,0,1,0,0,5,4,29,0,9,1,0,2,2,15
15,1,0,0,0,0,0,1,3,14,97,1,3,3,0,1,2,23,2,0,1,0,5,0,13,19,126,181,0,43,0,6,24,1,1,0,0,1,1,0,0,2,1,0,5,1,0,0,0,1,0,5,2,0,1,0,0,0,1,9,4,72,0,7,0,0,1,3,8,0,0,0,0,1,0,11,6,49,99,4,17,3,1,8,3,7,3,0,0,1,0,0,3,2,3,32,0,7,2,0,2,1,21
21,3,1,0,1,0,0,3,2,6,103,0,8,1,0,7,2,23,3,1,0,1,3,0,11,14,97,247,0,22,2,2,20,10,5,1,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,13,0,0,0,0,1,0,5,2,2,80,0,6,0,0,2,1,11,0,1,0,0,1,0,10,7,47,122,0,18,5,3,11,4,8,4,0,0,2,0,0,3,2,3,22,0,5,0,1,3,1,19
19,1,1,0,0,0,0,1,6,5,103,1,3,0,0,5,1,33,3,0,0,0,1,0,3,13,54,195,0,10,3,0,15,9,2,1,0,0,0,0,0,0,2,1,6,1,0,0,0,0,1,12,1,0,0,0,0,0,2,5,6,94,1,2,1,0,0,2,7,3,0,1,0,0,0,4,11,19,118,1,5,2,1,5,2,10,0,0,0,0,0,0,1,6,2,24,0,3,1,0,1,0,17
17,1,0,0,1,0,0,3,10,2,71,1,5,0,1,4,3,18,1,0,0,1,4,0,18,16,71,208,0,11,3,2,24,8,1,0,0,0,0,0,0,0,1,0,7,1,2,0,0,0,0,9,0,0,0,0,0,0,1,7,4,91,1,3,0,0,4,3,10,0,0,0,0,2,0,8,15,25,92,1,5,2,0,5,3,9,2,0,0,1,0,0,3,12,3,41,2,3,3,1,2,3,13
