V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,hom2004
9,2,0,0,0,0,0,0,1,25,19,0,6,0,2,43,7,2,0,0,0,0,0,0,0,2,43,11,0,5,1,0,54,8,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,11,1,0,0,0,0,0,0,0,0,2,7,2,0,1,0,0,7,2,0,1,1,0,0,0,0,1,1,40,12,0,6,1,2,36,6,1,0,2,0,0,0,0,0,2,122,14,0,1,1,0,93,11,2,0,0,0,0,0,0,0,1,37,13,0,2,0,2,53,7,7
7,0,0,0,0,0,0,0,3,19,10,0,8,0,0,25,6,1,1,1,0,0,0,1,0,4,38,9,0,2,0,0,44,16,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,12,2,0,1,1,0,0,0,1,0,2,10,3,0,1,0,0,2,2,4,0,2,0,0,0,0,0,4,30,10,0,2,0,1,30,6,2,0,1,0,0,0,0,0,2,112,12,0,3,1,2,64,7,2,0,1,0,0,0,0,1,1,32,9,0,0,2,2,45,12,3
3,0,0,0,0,0,0,0,5,27,8,0,2,0,0,35,4,4,1,0,0,0,0,0,1,2,40,10,0,1,0,0,38,15,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,17,4,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,7,3,2,0,1,0,0,0,0,0,2,38,0,0,4,0,0,36,13,3,0,3,0,0,0,1,0,4,133,7,0,2,0,0,87,9,0,0,0,0,0,0,1,0,1,32,17,0,2,0,0,57,20,7
7,1,0,0,0,0,0,0,3,27,8,0,3,1,1,29,6,2,1,0,0,0,0,1,0,5,45,4,0,3,2,2,35,6,0,0,0,0,0,0,1,0,1,2,3,0,1,0,0,11,1,0,1,1,0,0,0,0,0,1,5,3,0,0,1,0,2,0,3,0,1,0,0,0,1,0,6,28,9,0,2,0,0,31,9,1,0,0,0,0,0,0,0,0,125,9,0,5,1,0,83,6,2,0,0,0,0,0,0,0,1,28,11,0,0,1,0,40,15,6
6,1,0,0,0,0,0,0,4,26,12,0,0,0,0,55,8,3,0,2,0,0,0,0,0,2,46,11,0,7,0,0,55,14,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,7,6,0,1,1,0,0,0,0,0,4,37,9,0,5,0,1,48,11,1,0,0,0,0,0,2,0,1,149,15,0,10,1,0,124,10,5,0,0,0,0,0,0,0,2,24,11,0,4,0,0,59,12,4
4,1,2,0,0,0,0,0,1,27,12,0,6,0,1,47,10,2,0,0,0,0,0,0,0,3,44,16,0,6,1,1,56,5,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,15,4,1,0,0,0,0,0,0,0,2,3,2,0,4,0,0,7,4,8,4,1,0,0,0,0,0,2,34,13,0,5,3,0,48,10,1,0,1,0,0,0,0,0,2,114,15,0,3,0,0,90,5,4,1,1,0,0,0,0,0,1,23,23,0,4,0,1,71,17,6
6,0,1,0,0,0,0,0,3,31,13,0,6,0,1,47,11,5,1,1,0,0,0,0,0,1,46,18,0,3,1,0,45,11,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,13,6,0,0,0,0,0,0,0,0,0,2,2,0,3,0,1,10,4,2,2,1,0,0,0,0,0,5,35,14,0,8,2,0,38,10,0,1,1,0,0,0,0,0,2,137,20,0,1,0,0,126,9,6,0,0,0,0,0,0,0,3,33,18,0,4,0,2,64,12,3
3,1,0,0,0,0,0,0,4,31,17,0,10,1,0,52,9,1,0,0,0,0,0,0,0,4,40,17,0,9,2,0,67,10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,23,3,1,0,0,0,0,0,0,0,2,9,3,0,3,0,0,2,2,4,2,1,0,0,0,0,0,3,50,11,0,5,0,0,29,12,0,0,4,0,0,0,0,0,0,172,19,0,3,1,0,111,9,4,0,0,0,0,0,1,0,3,45,30,0,6,2,0,45,6,4
4,0,1,0,0,0,0,0,3,31,20,0,11,0,0,37,8,3,0,0,0,0,0,0,0,3,44,20,0,5,2,0,62,8,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,12,0,3,0,0,0,0,0,0,0,2,8,1,0,1,1,0,8,2,4,4,0,0,0,0,0,1,0,32,14,0,8,0,0,36,7,0,0,0,0,0,0,0,0,2,146,12,0,4,0,0,102,11,0,0,0,0,0,0,0,0,2,26,41,0,3,1,0,47,10,5
5,0,0,0,0,0,0,0,5,27,23,0,5,0,0,53,7,2,0,0,0,0,0,0,0,2,56,17,0,2,3,0,111,7,1,1,0,0,0,0,0,0,1,2,3,0,2,0,0,17,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10,0,5,0,0,0,0,0,0,0,1,42,12,0,7,1,0,66,9,2,0,0,0,0,0,0,0,1,192,19,0,6,0,2,124,6,5,0,1,0,0,0,0,0,4,36,39,0,3,1,1,62,15,10
10,0,0,0,0,0,0,0,2,23,12,0,6,1,1,41,3,1,0,0,0,0,0,0,0,1,50,13,0,2,0,0,109,15,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,15,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,3,2,4,1,0,0,0,0,0,0,2,38,13,0,6,0,0,49,6,0,0,0,0,0,0,1,0,2,191,23,0,5,1,1,123,6,1,0,1,0,0,0,1,0,2,38,27,0,0,2,0,51,15,9
9,0,0,0,0,0,0,0,2,27,13,0,6,0,0,53,8,3,1,0,0,0,0,1,0,3,53,13,0,9,1,1,93,7,1,0,0,0,0,0,0,0,0,2,4,0,0,1,0,14,1,1,1,0,0,0,0,0,0,0,3,2,0,2,0,1,8,3,2,4,0,0,0,0,0,0,5,31,7,0,4,0,0,51,3,3,0,0,0,0,0,1,0,3,205,14,0,5,1,1,102,8,2,1,1,0,0,0,0,0,3,37,26,0,2,0,0,64,11,5
5,0,0,0,0,0,1,1,2,25,18,0,0,0,1,64,13,4,0,0,0,0,0,3,0,3,64,20,0,0,1,1,72,12,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,15,2,2,0,1,0,0,0,0,0,1,2,2,0,0,0,0,9,1,2,0,0,0,0,0,0,0,5,45,11,0,0,1,0,54,8,0,0,0,0,0,0,0,0,1,254,45,0,0,0,1,107,10,1,0,0,0,0,0,0,0,2,41,56,0,0,1,2,46,13,7
7,2,0,0,0,0,0,0,2,19,38,0,0,0,1,62,10,2,1,0,0,0,0,0,0,2,57,7,0,0,1,0,78,16,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,17,7,0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,6,4,6,1,0,0,0,0,0,1,6,31,9,0,0,0,1,55,12,0,0,0,0,0,0,0,0,1,198,34,0,0,1,4,114,7,5,1,1,0,0,0,0,0,1,32,38,0,0,1,0,59,13,7
7,1,0,0,0,0,0,0,1,36,17,0,0,1,1,66,16,5,0,0,0,0,0,0,0,2,53,19,0,1,0,0,82,18,1,1,0,0,0,0,0,1,2,7,3,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,8,3,2,0,0,0,0,0,0,0,7,46,7,0,0,4,0,56,20,2,1,0,0,0,0,0,0,5,203,23,0,0,1,3,128,12,4,1,0,0,0,0,1,0,4,46,26,0,0,0,0,47,16,4
4,4,0,0,0,0,0,0,2,34,18,0,0,1,1,45,43,1,0,0,0,0,0,1,0,2,56,13,0,0,1,1,94,20,0,2,0,0,0,0,0,0,0,7,1,0,0,1,0,15,3,2,0,0,0,0,0,0,0,4,8,0,0,0,0,0,5,8,5,6,0,0,0,0,0,0,8,46,5,0,0,1,0,66,7,3,0,0,0,0,0,0,0,4,229,26,0,0,0,1,109,10,3,0,0,0,0,0,0,0,2,38,23,0,0,2,3,49,21,3
3,2,0,0,0,0,1,1,4,33,15,0,0,1,0,48,26,5,0,1,0,0,0,0,0,3,59,14,0,0,2,3,103,16,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,11,6,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,7,4,6,2,0,0,0,0,1,1,3,61,11,0,0,0,0,88,18,1,0,0,0,0,0,0,0,3,182,29,0,0,0,1,140,16,0,1,0,0,0,0,0,0,2,33,35,0,0,1,4,45,20,6
6,2,0,0,0,0,0,1,5,35,16,0,0,0,0,60,36,1,0,1,0,0,0,0,0,2,61,10,0,0,2,0,91,10,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,19,4,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,11,3,5,2,0,0,0,0,1,0,4,76,13,0,0,0,0,69,12,0,0,2,0,0,0,0,1,1,134,32,0,0,0,0,125,11,0,1,0,0,0,0,1,0,1,40,28,0,0,0,2,47,14,6
6,4,0,0,0,0,1,0,3,35,22,0,0,1,0,62,11,4,1,0,0,0,0,0,0,2,60,16,0,0,0,0,101,17,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,3,1,1,0,0,0,0,1,0,3,9,9,0,0,0,0,5,8,7,3,0,0,0,0,0,0,9,55,24,0,0,1,0,73,9,1,1,0,0,0,0,2,1,3,197,49,0,0,0,1,147,15,1,0,0,0,0,0,1,0,3,53,35,0,0,1,0,54,20,4
4,1,0,0,0,0,2,1,7,45,25,0,0,1,0,54,24,5,0,0,0,0,0,2,0,3,54,22,0,0,1,1,77,23,0,0,0,0,0,0,1,0,1,3,5,0,0,0,0,6,4,2,1,0,0,0,0,1,0,0,4,8,0,0,0,1,12,14,3,1,0,0,0,0,0,0,6,45,34,0,0,0,2,74,15,1,0,0,0,0,0,3,0,3,161,30,0,0,1,0,141,13,5,0,0,0,0,0,1,0,3,59,39,0,0,0,0,45,25,5
5,2,0,0,0,0,0,0,1,45,23,0,0,1,0,67,37,4,0,0,0,0,0,0,0,3,65,12,0,0,2,0,74,17,0,1,0,0,0,0,0,0,2,9,6,0,0,0,0,13,1,0,0,0,0,0,0,0,1,1,8,6,0,1,0,0,4,7,3,1,0,0,0,0,1,0,4,40,26,0,0,2,0,62,20,1,0,0,0,0,0,1,0,0,110,22,0,0,0,0,120,29,1,0,0,0,0,0,0,0,4,57,33,0,0,0,0,44,15,7
7,1,0,0,0,0,0,1,6,40,26,0,0,0,2,65,54,2,1,1,0,0,0,0,2,0,47,16,0,0,0,1,76,27,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,3,2,0,1,0,0,0,0,1,0,3,7,5,0,0,0,0,9,32,5,3,0,0,0,0,2,0,2,40,26,0,0,1,1,63,11,1,0,0,0,0,0,1,1,5,162,46,0,0,2,0,124,25,6,1,0,0,0,0,0,1,3,34,31,0,0,0,1,63,18,3
3,0,0,0,0,0,1,0,3,52,33,0,0,1,3,66,14,2,0,0,0,0,0,1,0,1,54,19,0,0,0,0,75,32,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,11,4,1,0,0,0,0,0,0,0,4,3,4,0,0,0,0,5,1,4,1,0,0,0,0,1,0,1,36,10,0,0,2,0,48,12,1,0,0,0,0,0,0,0,2,160,30,0,0,0,2,115,18,2,2,0,0,0,0,4,0,7,47,42,0,0,0,0,47,18,7
7,2,0,0,0,0,1,0,3,44,52,0,0,0,1,64,12,5,0,0,0,0,0,2,0,3,57,32,0,0,0,2,89,13,3,0,0,0,0,0,0,0,2,4,4,0,0,0,0,11,2,1,1,0,0,0,0,0,1,2,5,6,0,0,2,1,12,1,8,1,0,0,0,0,0,0,5,39,22,0,0,2,1,49,22,0,1,0,0,0,0,0,0,0,163,21,0,0,1,1,151,17,7,2,0,0,0,0,0,0,2,34,65,0,1,0,1,59,14,12
12,3,0,0,0,0,1,1,8,36,89,0,0,1,2,57,36,3,1,0,0,0,0,1,0,2,62,26,0,1,2,1,64,16,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,10,29,1,0,0,0,0,0,0,0,5,7,10,0,0,0,0,7,22,4,1,0,0,0,0,1,0,3,42,36,0,0,2,1,45,19,2,0,0,0,0,0,0,0,3,162,44,0,0,2,1,162,18,3,0,0,0,0,0,1,0,6,44,82,0,0,2,0,49,46,7
7,1,0,0,0,0,2,0,6,43,56,0,0,2,1,38,25,5,1,0,0,0,0,1,0,3,57,24,0,0,1,1,52,24,0,0,0,0,0,0,2,0,0,6,6,0,0,0,1,12,39,3,1,0,0,0,0,0,0,0,6,4,0,0,2,0,11,6,7,0,0,0,0,0,1,0,7,43,12,0,0,1,2,38,19,1,0,0,0,0,0,1,0,4,139,26,0,0,0,1,106,24,7,1,0,0,0,0,2,0,7,33,94,0,0,2,0,41,13,11
11,1,0,0,0,0,3,0,5,40,53,0,0,2,0,52,14,5,0,0,0,0,0,1,0,5,55,20,0,0,2,0,72,24,1,1,0,0,0,0,0,0,2,5,6,0,0,1,0,11,18,0,0,0,0,0,0,2,1,2,5,5,0,0,0,0,8,8,10,3,0,0,0,0,1,0,1,32,15,0,0,3,0,48,14,1,0,0,0,0,0,0,0,3,153,23,0,0,0,1,129,17,3,0,0,0,0,0,5,1,5,47,69,0,0,2,2,57,17,5
5,0,0,0,0,0,4,0,5,51,36,0,0,0,0,60,23,6,1,0,0,0,0,0,1,3,41,20,0,0,1,0,51,13,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,16,5,1,1,0,0,0,0,0,0,3,6,6,0,0,2,0,10,8,4,1,0,0,0,0,1,0,9,37,5,0,0,1,1,46,15,2,0,0,0,0,0,2,0,2,135,18,0,0,1,2,84,22,2,0,0,0,0,0,1,0,2,36,50,0,0,1,1,43,30,8
8,2,0,0,0,0,2,0,5,31,29,0,0,0,0,50,23,5,1,0,0,0,0,3,0,7,59,15,0,0,2,2,67,19,2,0,0,0,0,0,0,0,2,1,7,0,0,2,1,9,3,1,1,0,0,0,0,1,0,4,6,4,0,0,1,0,5,7,9,0,0,0,0,0,2,1,4,40,9,0,0,2,1,47,24,0,1,0,0,0,0,0,0,5,162,24,0,0,1,2,125,23,6,0,0,0,0,0,3,1,3,36,41,0,0,2,2,50,20,10
10,2,0,0,0,0,2,0,7,37,53,0,0,3,1,52,26,3,0,0,0,0,0,1,0,3,73,15,0,0,0,2,42,27,0,1,0,0,0,0,0,1,2,2,3,0,1,0,0,9,10,1,1,0,0,0,0,0,0,1,10,7,0,0,1,1,5,10,12,4,0,0,0,0,1,0,9,54,20,0,0,4,0,43,18,1,0,0,0,0,0,1,0,2,136,20,0,0,0,2,133,29,2,0,0,0,0,0,0,0,2,48,82,0,0,1,1,49,24,7
7,1,0,0,0,0,1,0,12,52,50,0,0,0,1,53,21,3,0,0,0,0,0,1,0,4,65,17,0,0,1,0,50,22,1,0,0,0,0,0,0,0,1,3,3,0,0,0,1,5,10,2,0,0,0,0,0,0,0,2,12,7,0,0,0,0,8,14,6,0,0,0,0,0,0,0,5,33,23,0,0,4,0,41,22,1,0,0,0,0,0,2,0,4,134,22,0,0,1,2,106,24,3,0,0,0,0,0,3,0,6,44,54,0,0,1,3,43,21,7
7,3,0,0,0,0,8,1,15,38,61,0,0,1,0,51,29,1,0,0,0,0,0,3,1,2,60,21,0,0,0,0,73,15,1,0,0,0,0,0,0,0,2,2,2,0,0,1,0,10,3,2,0,0,0,0,0,0,0,2,7,2,0,0,1,1,2,5,5,1,0,0,0,0,2,0,4,25,15,0,0,2,0,26,19,0,0,0,0,0,0,3,1,8,118,24,0,0,1,3,105,22,2,0,0,0,0,0,2,0,4,56,37,0,0,1,1,44,28,4
4,1,0,0,0,0,2,1,8,32,39,0,0,3,0,51,22,1,0,0,0,0,0,2,0,5,40,18,0,0,3,0,53,18,0,0,0,0,0,0,0,1,0,5,5,0,0,0,1,7,16,0,0,0,0,0,0,1,0,3,3,10,0,0,0,0,9,5,4,1,0,0,0,0,2,0,5,28,29,0,0,5,1,30,15,0,0,0,0,0,0,1,0,4,104,17,0,0,0,0,99,29,4,0,0,0,0,0,2,0,2,31,34,0,0,0,0,36,20,7
7,1,0,0,0,0,2,0,8,43,39,0,0,3,1,58,26,4,0,0,0,0,0,4,0,5,66,14,0,0,2,2,59,16,0,0,0,0,0,0,1,0,0,4,4,0,0,1,0,11,6,2,1,0,0,0,0,0,0,5,8,5,0,0,1,0,5,8,7,1,0,0,0,0,1,0,5,29,13,0,0,4,2,31,18,0,0,0,0,0,0,1,0,4,128,18,0,0,4,2,106,26,1,0,0,0,0,0,1,0,2,28,33,0,0,0,1,55,23,6
6,0,0,0,0,0,6,0,6,41,42,0,0,1,1,36,27,3,0,0,0,0,0,3,0,2,43,18,0,0,2,0,55,18,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,10,7,3,0,0,0,0,0,0,0,2,12,3,0,0,0,1,16,2,7,2,0,0,0,0,2,1,6,23,12,0,0,0,0,30,14,2,0,0,0,0,0,1,0,0,123,17,0,0,0,3,112,23,0,0,0,0,0,0,3,0,6,34,25,0,0,1,1,44,21,8
8,2,0,0,0,0,0,0,11,25,38,0,0,1,2,44,27,6,0,0,0,0,0,1,0,4,39,12,0,1,1,1,63,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,1,3,2,3,0,0,0,0,2,0,7,26,10,0,0,0,1,37,14,1,0,0,0,0,0,2,0,5,133,15,0,0,0,1,111,21,2,0,0,0,0,0,2,0,2,30,32,0,0,2,1,37,19,7
7,0,0,0,0,0,3,0,3,41,51,0,0,0,0,41,13,4,1,0,0,0,0,3,0,1,54,8,0,0,1,1,51,24,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,11,7,3,0,0,0,0,0,0,0,1,6,8,0,0,1,0,5,3,4,1,0,0,0,0,4,0,10,39,18,0,0,0,1,44,7,0,0,0,0,0,0,3,0,3,120,13,0,0,1,2,91,18,3,0,0,0,0,0,1,0,2,35,32,0,0,2,1,32,15,2
2,0,0,0,0,0,5,3,3,38,47,0,0,5,1,36,23,1,0,0,0,0,0,4,4,4,54,10,0,0,1,0,49,22,0,1,0,0,0,0,1,0,3,1,2,0,0,2,2,5,7,1,0,0,0,0,0,2,2,3,5,7,0,0,1,1,7,4,11,1,0,0,0,0,2,1,3,40,14,0,0,1,0,30,23,4,0,0,0,0,0,2,0,6,142,8,0,0,2,1,82,20,1,0,0,0,0,0,6,3,0,56,25,0,0,1,0,45,21,3
3,1,0,0,0,0,4,6,6,26,55,0,0,2,2,28,18,1,2,0,0,0,0,3,5,3,51,11,0,0,2,0,34,20,2,0,0,0,0,0,1,2,0,2,1,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,12,3,0,1,2,1,3,5,8,0,0,0,0,0,4,4,6,35,14,0,0,4,0,30,19,3,1,0,0,0,0,0,1,2,133,14,0,1,1,1,76,13,1,0,0,0,0,0,2,6,3,39,35,0,0,0,1,42,26,5
5,0,1,0,0,0,4,2,7,26,47,0,0,1,0,9,23,2,0,0,0,0,0,3,3,1,26,17,0,0,0,2,12,12,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,5,0,1,0,0,0,0,1,0,1,5,4,0,0,1,0,0,3,7,0,0,0,0,0,0,0,1,16,22,0,0,1,0,16,11,0,0,0,0,0,0,0,0,1,99,15,0,0,1,1,33,7,4,1,0,0,0,0,1,1,2,35,31,0,0,1,0,14,19,4
4,0,1,0,0,0,3,1,3,21,31,0,0,1,0,11,15,3,0,0,0,0,0,0,3,1,35,13,0,0,1,1,14,4,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,3,7,0,0,1,0,0,1,6,5,0,0,0,0,2,1,3,24,9,0,0,1,0,15,14,0,0,0,0,0,0,0,1,1,80,21,0,0,0,0,24,11,5,1,0,0,0,0,2,2,5,23,24,0,0,1,0,10,7,4
