V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
14,2,6,1,1,1,0,7,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,14
14,2,8,1,0,1,0,11,5,1,7,0,1,0,1,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,17
17,2,7,10,0,0,0,1,0,0,17,0,0,1,0,2,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,8
8,2,10,6,0,1,0,1,0,3,19,0,1,3,0,3,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,14
14,1,13,7,0,0,0,16,2,0,12,0,0,1,0,3,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,1,0,12
12,3,10,4,0,0,0,8,1,1,30,0,0,0,0,6,0,0,0,0,2,2,0,0,3,1,0,0,0,0,1,0,2,0,4
4,1,6,2,1,0,0,13,2,0,18,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,3,0,11
11,0,7,3,0,0,0,12,1,0,13,0,0,2,0,0,0,0,0,0,8,0,0,0,6,0,1,0,0,0,0,0,1,0,11
11,0,12,0,1,0,0,2,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,9
9,0,9,3,0,1,0,12,3,5,18,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,9
9,2,0,20,5,1,0,0,1,0,7,0,0,1,1,1,0,0,0,0,14,6,0,0,0,0,0,1,0,0,0,0,0,0,6
6,1,3,28,1,1,0,3,1,0,1,0,5,1,5,0,7,0,0,0,1,2,0,0,0,0,0,2,0,1,1,3,2,5,10
10,0,2,14,1,0,0,2,0,0,10,0,6,0,5,2,14,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,2,6
6,0,4,18,5,2,0,0,13,0,15,0,4,2,4,5,6,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,1,4
4,2,2,6,0,0,0,0,4,0,26,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2,1,4,8,0,1,0,0,6,0,12,0,3,3,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6
