V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
4,2,0,0,0,0,1,0,0,0,0,0,4,0,1,1,5,25,1,15,0,0,0,2,0,1,1,25,0,2,0,3,12,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,1,0,0,0,1,0,1,0,0,0,1,0,2,5,3,44,0,3,0,0,0,5,0,6,1,14,0,4,0,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
9,0,0,0,0,0,2,0,1,1,0,0,1,0,1,2,5,27,4,3,0,0,1,3,0,6,0,22,0,5,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,1,2,0,0,0,2,0,0,0,1,0,3,0,1,2,2,41,5,3,0,0,0,1,0,8,0,25,0,4,0,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,0,1,3,0,0,0,0,1,0,0,0,2,4,44,5,8,0,0,1,3,0,0,11,31,0,0,0,0,8,7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7
7,1,0,0,0,0,1,0,0,0,1,0,0,1,6,9,5,20,2,6,0,0,1,2,0,6,1,18,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,35,0,4,0,0,1,1,0,2,0,17,1,2,2,2,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12
12,1,1,0,0,0,2,0,0,0,2,0,0,1,1,3,10,37,3,6,0,0,0,2,0,1,0,21,0,2,2,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
10,2,0,0,0,0,2,0,0,0,0,0,3,0,2,2,12,33,1,2,0,0,1,0,0,1,0,16,0,4,0,4,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12
12,1,0,0,0,0,1,0,1,2,0,0,2,0,1,7,7,22,3,2,0,0,0,3,0,3,0,13,0,7,1,5,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
5,0,1,0,0,0,3,0,2,1,0,0,2,0,3,5,18,10,1,1,0,0,0,1,0,0,1,25,0,3,0,7,13,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
13,2,0,0,0,2,1,0,0,0,2,0,6,1,0,3,3,25,2,2,0,0,0,5,0,2,0,8,0,8,2,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,0,2,0,0,0,0,0,0,0,1,1,5,0,0,0,0,24,0,1,0,0,1,6,0,2,0,10,0,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,3,1,0,0,0,4,0,3,0,13,0,2,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
