V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
7,1,2,0,0,0,1,0,3,40,20,0,9,1,1,30,16,0,0,0,0,0,0,0,0,3,37,9,0,1,0,2,23,6,10,1,0,0,0,0,0,0,0,57,18,0,7,1,27,109,49,7,1,3,0,0,0,0,0,2,27,11,0,2,0,1,21,16,12
12,3,1,0,0,0,0,0,2,56,33,0,10,2,1,39,26,2,1,0,0,0,0,0,0,3,47,20,0,5,0,0,16,9,7,2,1,0,0,0,2,0,0,71,21,0,7,2,28,111,76,8,1,4,0,0,0,0,0,3,35,15,0,2,1,0,24,14,5
5,0,0,0,0,0,0,0,7,54,19,0,5,0,0,46,17,0,0,0,0,0,0,1,0,3,35,14,0,4,0,2,14,13,8,0,3,0,0,0,3,0,0,75,18,0,8,4,22,108,45,2,1,5,0,0,0,1,0,2,29,8,0,3,0,0,15,16,14
14,3,1,0,0,0,0,0,7,62,22,0,11,2,0,37,14,1,1,0,0,0,0,2,0,5,51,11,0,1,0,0,23,12,5,2,2,0,0,0,0,0,4,85,16,0,5,2,21,104,77,4,2,3,0,0,0,0,0,3,28,4,0,2,0,0,19,19,17
17,1,0,0,0,0,0,0,2,47,13,0,7,2,0,19,22,1,0,0,0,0,0,0,1,2,40,5,0,4,0,3,16,17,5,3,1,0,0,0,1,0,1,83,13,0,6,2,37,103,56,5,0,5,0,0,0,0,0,1,18,5,0,3,1,0,19,12,14
14,1,1,0,0,0,0,0,4,61,25,0,10,1,1,31,20,3,2,1,0,0,0,1,0,1,45,8,0,3,0,1,30,8,8,1,7,0,0,0,0,0,1,71,30,0,7,0,23,98,56,6,0,7,0,0,0,1,0,2,29,14,0,4,0,0,22,16,13
13,0,0,0,0,0,0,0,4,62,36,0,7,4,1,32,20,1,0,0,0,0,0,0,0,1,30,16,0,4,0,0,26,10,10,0,4,0,0,0,1,0,3,84,42,0,9,2,26,146,48,4,2,2,0,0,0,1,0,1,18,10,0,4,1,0,18,19,8
8,1,3,0,0,0,0,0,1,74,20,0,12,1,0,43,13,2,0,0,0,0,0,0,0,3,25,8,0,4,1,1,27,7,4,3,4,0,0,0,1,0,6,105,27,0,4,1,29,112,51,5,1,3,0,0,0,1,0,1,24,4,0,1,0,0,32,24,13
13,1,3,0,0,0,1,0,7,73,17,0,15,0,2,46,15,0,0,0,0,0,0,0,0,1,30,12,0,5,1,0,40,9,8,1,1,0,0,0,0,0,1,111,29,0,8,0,35,143,47,6,1,5,0,0,0,0,0,0,21,10,0,4,1,0,25,18,13
13,4,1,0,0,0,1,0,3,67,21,0,10,3,1,55,16,3,0,0,0,0,0,0,0,1,17,8,0,2,0,2,38,9,7,4,1,0,0,0,0,0,2,74,23,0,13,0,20,121,49,5,0,2,0,0,0,0,0,1,23,11,0,7,1,0,15,15,9
9,1,0,0,0,0,0,0,4,92,34,0,10,1,0,62,22,5,2,1,0,0,0,0,0,0,30,3,0,4,1,0,60,8,3,3,1,0,0,0,1,0,5,90,42,0,6,1,20,131,50,7,2,2,0,0,0,0,0,2,34,10,0,4,3,0,22,11,24
24,1,0,0,0,0,0,0,5,71,30,0,6,1,2,87,17,0,0,0,0,0,0,0,0,5,29,11,0,2,3,1,67,6,2,0,0,0,0,0,0,0,7,124,25,0,6,2,18,143,46,7,0,1,0,0,0,1,0,0,35,10,0,4,0,0,26,12,15
15,2,0,0,0,0,0,0,3,90,35,0,4,0,1,58,14,3,1,0,0,0,0,0,0,0,30,8,0,2,0,1,44,5,5,2,0,0,0,0,0,0,4,96,26,0,8,0,19,130,45,7,0,0,0,0,0,0,1,0,31,10,0,5,0,0,32,15,14
14,0,0,0,0,0,2,0,5,83,44,0,0,2,2,55,30,3,0,0,0,0,0,1,0,4,26,26,0,2,0,1,27,11,5,2,0,0,0,0,1,0,1,134,48,0,0,2,35,136,86,6,0,2,0,0,0,0,0,3,29,16,0,0,0,2,26,16,14
14,3,3,0,0,0,1,1,4,84,29,0,1,1,1,47,25,1,1,1,0,0,0,0,0,4,30,6,0,0,0,0,41,12,11,3,0,0,0,0,0,0,2,101,29,0,0,1,18,126,62,7,2,1,0,0,0,1,0,1,25,12,0,0,0,1,19,17,24
24,0,0,0,0,0,1,0,5,77,24,0,0,5,2,52,28,4,0,0,0,0,0,1,0,1,47,14,0,0,0,1,32,11,4,1,0,0,0,0,0,0,5,124,40,0,0,2,33,132,96,9,2,1,0,0,0,1,0,1,21,15,0,0,0,0,27,22,21
21,4,0,0,0,0,1,2,3,76,36,0,1,3,0,59,34,0,1,0,0,0,0,0,0,1,45,12,0,1,2,0,44,12,4,0,0,0,0,0,0,0,2,116,69,0,0,3,26,122,113,7,1,4,0,0,0,0,0,0,37,23,0,0,1,1,31,24,18
18,2,0,0,0,0,1,1,4,74,36,0,0,1,0,56,31,2,0,0,0,0,0,0,0,0,38,18,0,0,0,1,44,12,8,2,1,0,0,0,2,1,3,134,60,0,0,1,38,132,103,8,1,1,0,0,0,0,0,1,39,15,0,0,0,0,27,12,15
15,0,1,0,0,0,0,0,8,70,49,0,0,3,3,47,18,1,0,0,0,0,0,1,0,1,24,11,0,0,1,0,27,8,10,1,0,0,0,0,3,0,1,120,51,0,0,2,25,136,99,7,2,3,0,0,0,0,0,0,24,12,0,0,0,0,23,22,23
23,0,0,0,0,0,2,0,8,74,45,0,0,4,1,65,38,2,0,0,0,0,0,0,0,2,45,22,0,1,1,0,24,11,8,3,0,0,0,0,3,0,5,150,81,0,1,3,25,132,104,4,2,2,0,0,0,1,0,3,43,16,0,0,2,0,29,23,11
11,1,0,0,0,0,1,0,8,69,29,0,0,1,0,53,37,3,0,0,0,0,0,1,0,4,44,30,0,0,0,0,34,9,3,1,0,0,0,0,0,0,2,132,76,0,0,2,40,135,82,4,0,3,0,0,0,0,0,2,36,24,0,0,0,0,27,25,11
11,0,0,0,0,0,2,1,8,75,20,0,0,2,2,59,43,3,0,1,0,0,0,1,0,6,30,22,0,0,0,1,24,9,9,1,0,0,0,0,1,1,3,123,70,0,1,1,41,143,107,3,5,0,0,0,0,0,0,4,46,21,0,0,0,0,29,29,16
16,1,0,0,0,0,0,1,10,72,28,0,0,4,1,53,45,3,1,0,0,0,0,2,0,6,32,21,0,0,1,0,18,8,5,1,0,0,0,0,0,0,5,150,82,0,0,1,43,120,147,5,2,2,0,0,0,1,0,2,46,27,0,0,0,1,27,30,11
11,2,0,0,0,0,1,0,8,76,35,0,0,0,0,43,40,3,1,0,0,0,0,0,0,7,35,16,0,1,1,2,19,19,5,1,0,0,0,0,9,0,7,130,63,0,0,2,31,127,115,9,2,5,0,0,0,0,0,2,44,14,0,0,0,1,30,27,24
24,5,0,0,0,0,2,0,8,62,44,0,0,1,2,57,28,3,1,0,0,0,0,1,0,4,30,36,0,0,2,1,17,12,8,4,0,0,0,0,6,1,2,128,60,0,0,2,37,135,95,7,0,0,0,0,0,0,0,4,34,21,0,0,1,0,41,17,18
18,0,0,0,0,0,0,0,5,76,55,0,0,1,2,49,45,3,0,0,0,0,0,0,0,3,33,33,0,0,0,2,21,7,4,1,0,0,0,0,2,0,6,148,62,0,2,4,25,131,98,8,0,0,0,0,0,1,0,5,46,34,0,0,0,0,23,24,12
12,0,0,0,0,0,2,2,10,59,71,0,1,4,3,43,43,1,0,0,0,0,0,0,0,6,48,33,0,0,3,0,19,13,4,2,0,0,0,0,7,0,5,130,55,0,1,5,24,119,99,4,2,0,0,0,0,2,0,4,42,35,0,0,2,0,17,13,16
16,4,0,0,0,0,1,0,9,95,63,0,0,5,1,62,28,7,0,0,0,0,0,0,0,7,25,28,0,0,0,0,23,8,10,1,0,0,0,0,3,0,3,140,46,0,1,4,35,133,127,12,4,0,0,0,0,1,0,3,36,39,0,0,2,2,13,24,13
13,0,0,0,0,0,0,0,10,66,56,0,0,4,0,50,32,5,1,0,0,0,0,0,0,5,38,21,0,0,2,0,22,12,10,2,0,0,0,0,5,0,4,141,42,0,0,8,41,125,99,5,0,0,0,0,0,0,0,4,34,30,0,0,3,2,26,25,26
26,2,0,0,0,0,1,0,11,58,46,0,0,5,1,45,49,0,0,0,0,0,0,0,0,4,27,21,0,0,3,0,23,19,10,3,0,0,0,0,6,1,6,117,38,0,0,6,40,106,107,9,0,0,0,0,0,0,1,3,44,27,0,0,1,1,14,24,15
15,1,0,0,0,0,4,1,6,54,57,0,0,3,0,43,52,1,0,0,0,0,0,2,1,1,21,15,0,0,1,3,15,22,8,0,0,0,0,0,2,0,6,109,57,0,0,2,24,111,122,5,0,0,0,0,0,1,1,2,42,38,0,0,0,0,19,27,16
16,0,0,0,0,0,3,1,7,60,55,0,0,3,3,55,46,4,0,0,0,0,0,0,0,5,26,20,0,0,1,0,24,18,15,2,0,0,0,0,2,0,5,118,64,0,1,4,51,132,124,5,0,0,0,0,0,2,1,2,37,35,0,1,1,1,22,26,14
14,1,0,0,0,0,2,0,6,54,49,0,0,3,1,36,38,3,0,0,0,0,0,3,0,5,33,27,0,0,0,1,28,30,5,2,0,0,0,0,3,1,3,132,43,0,0,7,25,99,128,4,0,0,0,0,0,3,1,3,33,31,0,0,1,1,21,35,11
11,2,0,0,0,0,0,0,5,67,61,0,0,5,2,35,32,2,0,0,0,0,0,1,0,3,36,23,0,0,1,1,15,22,5,0,0,0,0,0,2,0,3,118,37,0,0,3,32,80,124,7,0,0,0,0,0,0,1,2,39,38,0,0,0,0,18,33,8
8,2,0,0,0,0,1,0,8,53,44,0,1,4,0,32,47,2,0,0,0,0,0,3,0,5,23,17,0,0,1,2,14,24,4,1,0,0,0,0,6,1,6,109,36,0,0,7,44,71,113,4,1,0,0,0,0,0,0,2,28,39,0,0,0,1,19,38,16
16,0,0,0,0,0,2,0,8,63,45,0,0,5,2,48,35,7,0,0,0,0,0,1,0,3,23,13,0,0,2,1,14,23,4,0,0,0,0,0,8,0,3,83,33,0,0,4,42,88,118,7,3,0,0,0,0,2,0,4,19,30,0,0,1,2,27,29,14
14,3,0,0,0,0,2,0,3,52,46,0,0,1,1,31,28,4,0,0,0,0,0,0,0,0,27,20,0,0,3,1,15,14,3,3,0,0,0,0,4,0,3,95,29,0,0,3,34,103,79,2,2,0,0,0,0,1,0,2,30,34,0,0,0,1,12,34,9
9,2,0,0,0,0,3,2,2,62,43,0,0,2,1,40,25,3,1,0,0,0,0,1,1,3,32,19,0,0,1,3,18,21,4,3,0,0,0,0,4,1,9,126,20,0,0,0,34,80,90,5,1,0,0,0,0,0,0,4,38,18,0,0,0,0,22,37,18
18,0,0,0,0,0,3,8,5,71,50,0,0,0,1,39,43,7,0,0,0,0,0,1,1,1,18,20,0,0,0,5,8,16,11,0,0,0,0,0,10,16,0,121,19,0,0,5,25,95,165,4,5,0,0,0,0,0,2,8,31,22,0,1,1,0,14,37,10
10,0,0,0,0,0,2,8,6,54,47,0,0,3,3,25,32,5,0,0,0,0,0,1,6,4,25,13,0,0,2,0,16,17,6,0,0,0,0,0,6,21,1,144,25,0,1,5,37,95,125,10,2,0,0,0,0,2,3,3,47,34,0,0,2,1,7,30,12
12,3,0,0,0,0,4,3,7,39,25,0,0,1,0,12,29,4,1,0,0,0,0,0,1,1,22,13,0,0,0,0,10,16,8,0,1,0,0,0,3,16,5,90,22,0,0,4,23,39,58,4,4,0,0,0,0,2,0,5,21,14,0,0,0,1,7,14,12
12,2,0,0,0,0,5,4,5,39,35,0,0,0,0,18,17,4,0,0,0,0,0,0,0,4,18,18,0,0,0,1,6,9,7,1,0,0,0,0,2,28,1,91,29,0,0,1,7,45,52,5,0,0,0,0,0,1,2,2,19,22,0,0,1,0,10,12,13
