V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,hom2004
7,1,3,0,0,0,0,0,2,27,11,0,2,0,1,21,16,7,1,2,0,0,0,1,0,3,40,20,0,9,1,1,30,16,3,2,0,0,0,0,0,0,0,24,15,0,6,1,1,11,5,10,1,0,0,0,0,0,0,0,57,18,0,7,1,27,109,49,6,2,0,4,13,0,5,1,3,1,6,0,0,0,0,3,12,8
8,1,4,0,0,0,0,0,3,35,15,0,2,1,0,24,14,12,3,1,0,0,0,0,0,2,56,33,0,10,2,1,39,26,3,0,0,0,0,0,0,0,1,28,11,0,4,0,0,16,5,7,2,1,0,0,0,2,0,0,71,21,0,7,2,28,111,76,12,2,1,4,28,0,0,1,10,3,34,0,1,0,0,4,12,2
2,1,5,0,0,0,1,0,2,29,8,0,3,0,0,15,16,5,0,0,0,0,0,0,0,7,54,19,0,5,0,0,46,17,3,2,0,0,0,0,0,0,1,22,7,0,3,0,0,7,7,8,0,3,0,0,0,3,0,0,75,18,0,8,4,22,108,45,6,1,3,1,13,0,1,0,10,5,23,0,0,1,0,6,14,4
4,2,3,0,0,0,0,0,3,28,4,0,2,0,0,19,19,14,3,1,0,0,0,0,0,7,62,22,0,11,2,0,37,14,0,0,1,0,0,0,0,0,0,26,7,0,3,0,0,13,12,5,2,2,0,0,0,0,0,4,85,16,0,5,2,21,104,77,11,0,1,5,22,0,9,0,5,2,25,0,0,0,1,4,18,5
5,0,5,0,0,0,0,0,1,18,5,0,3,1,0,19,12,17,1,0,0,0,0,0,0,2,47,13,0,7,2,0,19,22,0,0,0,0,0,0,0,0,0,14,10,0,7,0,0,11,7,5,3,1,0,0,0,1,0,1,83,13,0,6,2,37,103,56,16,1,1,3,13,0,4,0,6,0,24,0,0,0,0,6,16,6
6,0,7,0,0,0,1,0,2,29,14,0,4,0,0,22,16,14,1,1,0,0,0,0,0,4,61,25,0,10,1,1,31,20,1,1,0,0,0,0,0,0,1,22,8,0,1,1,0,15,6,8,1,7,0,0,0,0,0,1,71,30,0,7,0,23,98,56,13,1,2,8,14,0,5,1,5,1,35,0,0,0,0,3,12,4
4,2,2,0,0,0,1,0,1,18,10,0,4,1,0,18,19,13,0,0,0,0,0,0,0,4,62,36,0,7,4,1,32,20,0,0,1,0,0,0,0,0,1,14,25,0,4,1,0,9,6,10,0,4,0,0,0,1,0,3,84,42,0,9,2,26,146,48,5,1,1,2,21,0,8,0,8,3,60,0,0,1,1,2,17,5
5,1,3,0,0,0,1,0,1,24,4,0,1,0,0,32,24,8,1,3,0,0,0,0,0,1,74,20,0,12,1,0,43,13,2,1,0,0,0,0,0,0,1,28,9,0,2,0,0,10,13,4,3,4,0,0,0,1,0,6,105,27,0,4,1,29,112,51,9,0,1,1,3,0,4,1,9,2,41,0,0,0,1,4,20,6
6,1,5,0,0,0,0,0,0,21,10,0,4,1,0,25,18,13,1,3,0,0,0,1,0,7,73,17,0,15,0,2,46,15,4,0,0,0,0,0,0,0,3,33,9,0,3,0,0,12,11,8,1,1,0,0,0,0,0,1,111,29,0,8,0,35,143,47,13,1,5,0,7,0,6,0,2,0,42,0,0,1,1,4,17,5
5,0,2,0,0,0,0,0,1,23,11,0,7,1,0,15,15,13,4,1,0,0,0,1,0,3,67,21,0,10,3,1,55,16,1,0,0,0,0,0,0,0,0,22,12,0,4,0,1,15,4,7,4,1,0,0,0,0,0,2,74,23,0,13,0,20,121,49,7,1,4,1,10,0,6,0,6,0,44,0,0,1,0,10,19,7
7,2,2,0,0,0,0,0,2,34,10,0,4,3,0,22,11,9,1,0,0,0,0,0,0,4,92,34,0,10,1,0,62,22,2,0,0,0,0,0,0,0,1,40,15,0,3,2,0,30,1,3,3,1,0,0,0,1,0,5,90,42,0,6,1,20,131,50,4,3,3,8,2,0,6,0,3,1,50,0,0,1,0,18,14,7
7,0,1,0,0,0,1,0,0,35,10,0,4,0,0,26,12,24,1,0,0,0,0,0,0,5,71,30,0,6,1,2,87,17,2,0,0,0,0,0,0,0,0,24,11,0,2,0,0,13,5,2,0,0,0,0,0,0,0,7,124,25,0,6,2,18,143,46,8,2,4,3,1,0,3,0,6,0,50,0,0,0,0,13,16,7
7,0,0,0,0,0,0,1,0,31,10,0,5,0,0,32,15,15,2,0,0,0,0,0,0,3,90,35,0,4,0,1,58,14,5,0,0,0,0,0,0,1,2,33,12,0,1,0,1,36,6,5,2,0,0,0,0,0,0,4,96,26,0,8,0,19,130,45,9,2,5,2,2,0,3,0,14,0,36,0,0,0,0,11,12,6
6,0,2,0,0,0,0,0,3,29,16,0,0,0,2,26,16,14,0,0,0,0,0,2,0,5,83,44,0,0,2,2,55,30,7,0,0,0,0,0,0,1,0,25,16,0,0,0,1,15,14,5,2,0,0,0,0,1,0,1,134,48,0,0,2,35,136,86,10,0,2,1,3,0,4,2,4,0,42,0,0,1,0,9,25,7
7,2,1,0,0,0,1,0,1,25,12,0,0,0,1,19,17,14,3,3,0,0,0,1,1,4,84,29,0,1,1,1,47,25,4,0,0,0,0,0,0,0,1,30,15,0,1,1,1,24,13,11,3,0,0,0,0,0,0,2,101,29,0,0,1,18,126,62,12,2,1,2,4,1,1,0,9,3,42,0,0,1,0,3,18,9
9,2,1,0,0,0,1,0,1,21,15,0,0,0,0,27,22,24,0,0,0,0,0,1,0,5,77,24,0,0,5,2,52,28,2,1,0,0,0,0,0,0,1,26,12,0,1,1,1,22,28,4,1,0,0,0,0,0,0,5,124,40,0,0,2,33,132,96,11,4,0,0,4,1,6,1,1,1,43,0,0,0,0,7,17,7
7,1,4,0,0,0,0,0,0,37,23,0,0,1,1,31,24,21,4,0,0,0,0,1,2,3,76,36,0,1,3,0,59,34,4,0,0,0,0,0,1,0,1,23,11,0,0,0,1,15,14,4,0,0,0,0,0,0,0,2,116,69,0,0,3,26,122,113,7,2,0,0,4,1,7,1,4,0,48,1,0,1,1,4,19,8
8,1,1,0,0,0,0,0,1,39,15,0,0,0,0,27,12,18,2,0,0,0,0,1,1,4,74,36,0,0,1,0,56,31,6,0,0,0,0,0,0,0,0,33,16,0,0,0,0,28,16,8,2,1,0,0,0,2,1,3,134,60,0,0,1,38,132,103,7,2,0,0,2,0,5,0,2,0,43,0,0,0,0,7,15,7
7,2,3,0,0,0,0,0,0,24,12,0,0,0,0,23,22,15,0,1,0,0,0,0,0,8,70,49,0,0,3,3,47,18,2,1,0,0,0,0,0,0,0,15,7,0,0,0,0,10,11,10,1,0,0,0,0,3,0,1,120,51,0,0,2,25,136,99,10,0,0,0,1,1,2,0,2,0,34,0,0,0,0,6,17,4
4,2,2,0,0,0,1,0,3,43,16,0,0,2,0,29,23,23,0,0,0,0,0,2,0,8,74,45,0,0,4,1,65,38,3,0,2,0,0,0,1,0,2,23,10,0,0,3,0,12,13,8,3,0,0,0,0,3,0,5,150,81,0,1,3,25,132,104,9,0,0,0,0,1,7,0,5,2,59,0,0,0,0,9,19,4
4,0,3,0,0,0,0,0,2,36,24,0,0,0,0,27,25,11,1,0,0,0,0,1,0,8,69,29,0,0,1,0,53,37,6,1,0,0,0,0,1,0,0,32,17,0,0,0,0,14,13,3,1,0,0,0,0,0,0,2,132,76,0,0,2,40,135,82,13,1,0,1,0,0,1,2,3,1,87,0,0,0,0,10,17,3
3,5,0,0,0,0,0,0,4,46,21,0,0,0,0,29,29,11,0,0,0,0,0,2,1,8,75,20,0,0,2,2,59,43,1,0,0,0,0,0,1,0,0,36,21,0,1,1,1,18,11,9,1,0,0,0,0,1,1,3,123,70,0,1,1,41,143,107,8,3,0,0,1,0,7,0,4,2,65,0,1,0,1,6,22,5
5,2,2,0,0,0,1,0,2,46,27,0,0,0,1,27,30,16,1,0,0,0,0,0,1,10,72,28,0,0,4,1,53,45,2,0,0,0,0,0,0,0,3,38,24,0,0,0,0,20,19,5,1,0,0,0,0,0,0,5,150,82,0,0,1,43,120,147,10,1,0,0,0,0,3,0,7,3,62,0,0,0,0,9,16,9
9,2,5,0,0,0,0,0,2,44,14,0,0,0,1,30,27,11,2,0,0,0,0,1,0,8,76,35,0,0,0,0,43,40,4,0,0,0,0,0,0,0,2,25,5,0,0,1,0,20,22,5,1,0,0,0,0,9,0,7,130,63,0,0,2,31,127,115,9,4,0,0,0,0,4,0,8,2,66,0,0,1,0,14,10,7
7,0,0,0,0,0,0,0,4,34,21,0,0,1,0,41,17,24,5,0,0,0,0,2,0,8,62,44,0,0,1,2,57,28,4,1,0,0,0,0,0,0,0,25,26,0,0,1,0,18,14,8,4,0,0,0,0,6,1,2,128,60,0,0,2,37,135,95,12,2,0,0,7,0,2,0,13,4,50,0,1,0,0,10,19,8
8,0,0,0,0,0,1,0,5,46,34,0,0,0,0,23,24,18,0,0,0,0,0,0,0,5,76,55,0,0,1,2,49,45,6,0,0,0,0,0,2,0,2,49,60,0,0,1,1,26,15,4,1,0,0,0,0,2,0,6,148,62,0,2,4,25,131,98,14,0,1,0,1,0,2,0,14,5,42,0,0,0,0,9,25,4
4,2,0,0,0,0,2,0,4,42,35,0,0,2,0,17,13,12,0,0,0,0,0,2,2,10,59,71,0,1,4,3,43,43,3,1,0,0,0,0,0,0,5,41,56,0,0,0,0,23,11,4,2,0,0,0,0,7,0,5,130,55,0,1,5,24,119,99,15,2,0,0,0,0,5,0,3,5,60,0,0,0,0,8,25,12
12,4,0,0,0,0,1,0,3,36,39,0,0,2,2,13,24,16,4,0,0,0,0,1,0,9,95,63,0,0,5,1,62,28,2,1,0,0,0,0,0,0,1,35,43,0,0,2,1,16,17,10,1,0,0,0,0,3,0,3,140,46,0,1,4,35,133,127,12,0,0,0,1,0,3,0,6,4,89,0,0,0,0,10,23,5
5,0,0,0,0,0,0,0,4,34,30,0,0,3,2,26,25,13,0,0,0,0,0,0,0,10,66,56,0,0,4,0,50,32,2,1,0,0,0,0,2,0,0,33,53,0,0,0,0,18,18,10,2,0,0,0,0,5,0,4,141,42,0,0,8,41,125,99,8,3,0,0,0,1,5,0,3,8,55,0,0,0,0,3,22,9
9,0,0,0,0,0,0,1,3,44,27,0,0,1,1,14,24,26,2,0,0,0,0,1,0,11,58,46,0,0,5,1,45,49,3,1,0,0,0,0,0,0,1,24,32,0,0,0,0,23,19,10,3,0,0,0,0,6,1,6,117,38,0,0,6,40,106,107,9,2,0,0,5,1,7,0,7,14,60,0,0,0,0,4,26,5
5,0,0,0,0,0,1,1,2,42,38,0,0,0,0,19,27,15,1,0,0,0,0,4,1,6,54,57,0,0,3,0,43,52,0,0,0,0,0,0,2,0,1,43,23,0,0,1,0,18,10,8,0,0,0,0,0,2,0,6,109,57,0,0,2,24,111,122,15,1,0,0,0,0,5,0,4,7,99,0,0,0,1,11,29,5
5,0,0,0,0,0,2,1,2,37,35,0,1,1,1,22,26,16,0,0,0,0,0,3,1,7,60,55,0,0,3,3,55,46,1,0,0,0,0,0,0,0,6,29,30,0,0,2,0,12,18,15,2,0,0,0,0,2,0,5,118,64,0,1,4,51,132,124,15,0,0,0,0,0,1,0,4,14,52,0,0,0,0,8,28,4
4,0,0,0,0,0,3,1,3,33,31,0,0,1,1,21,35,14,1,0,0,0,0,2,0,6,54,49,0,0,3,1,36,38,2,0,0,0,0,0,0,0,3,28,22,0,0,0,0,12,17,5,2,0,0,0,0,3,1,3,132,43,0,0,7,25,99,128,8,0,0,0,5,0,0,0,8,12,100,0,0,0,0,7,21,7
7,0,0,0,0,0,0,1,2,39,38,0,0,0,0,18,33,11,2,0,0,0,0,0,0,5,67,61,0,0,5,2,35,32,4,1,1,0,0,0,1,0,3,30,17,0,0,1,0,17,21,5,0,0,0,0,0,2,0,3,118,37,0,0,3,32,80,124,7,1,0,0,0,0,5,1,7,9,64,0,0,0,1,1,25,4
4,1,0,0,0,0,0,0,2,28,39,0,0,0,1,19,38,8,2,0,0,0,0,1,0,8,53,44,0,1,4,0,32,47,3,0,0,0,0,0,1,0,3,32,29,0,0,1,0,16,26,4,1,0,0,0,0,6,1,6,109,36,0,0,7,44,71,113,19,2,0,0,0,0,3,0,4,11,90,0,0,0,0,2,31,7
7,3,0,0,0,0,2,0,4,19,30,0,0,1,2,27,29,16,0,0,0,0,0,2,0,8,63,45,0,0,5,2,48,35,1,1,0,0,0,0,0,1,3,27,27,0,0,0,0,19,19,4,0,0,0,0,0,8,0,3,83,33,0,0,4,42,88,118,7,3,0,0,0,0,2,0,3,8,70,0,0,0,0,3,31,2
2,2,0,0,0,0,1,0,2,30,34,0,0,0,1,12,34,14,3,0,0,0,0,2,0,3,52,46,0,0,1,1,31,28,5,0,0,0,0,0,1,0,1,31,14,0,1,0,0,13,10,3,3,0,0,0,0,4,0,3,95,29,0,0,3,34,103,79,10,2,0,0,2,0,0,0,5,9,59,0,0,1,2,3,26,5
5,1,0,0,0,0,0,0,4,38,18,0,0,0,0,22,37,9,2,0,0,0,0,3,2,2,62,43,0,0,2,1,40,25,5,0,0,0,0,0,2,1,2,19,23,0,0,0,0,17,20,4,3,0,0,0,0,4,1,9,126,20,0,0,0,34,80,90,4,0,0,0,0,0,1,0,6,15,93,0,0,1,1,3,29,4
4,5,0,0,0,0,0,2,8,31,22,0,1,1,0,14,37,18,0,0,0,0,0,3,8,5,71,50,0,0,0,1,39,43,0,0,0,0,0,0,3,2,1,26,8,0,0,1,0,18,22,11,0,0,0,0,0,10,16,0,121,19,0,0,5,25,95,165,8,2,0,0,0,0,2,0,9,2,89,0,0,1,0,4,33,10
10,2,0,0,0,0,2,3,3,47,34,0,0,2,1,7,30,10,0,0,0,0,0,2,8,6,54,47,0,0,3,3,25,32,8,0,2,0,0,0,1,2,4,21,11,0,0,1,0,17,18,6,0,0,0,0,0,6,21,1,144,25,0,1,5,37,95,125,8,3,0,0,0,0,2,0,3,14,70,0,0,0,0,3,29,4
4,4,0,0,0,0,2,0,5,21,14,0,0,0,1,7,14,12,3,0,0,0,0,4,3,7,39,25,0,0,1,0,12,29,4,1,0,0,0,0,1,1,1,9,20,0,0,0,0,9,9,8,0,1,0,0,0,3,16,5,90,22,0,0,4,23,39,58,8,3,0,0,0,1,5,0,5,15,58,0,0,0,0,5,42,5
5,0,0,0,0,0,1,2,2,19,22,0,0,1,0,10,12,12,2,0,0,0,0,5,4,5,39,35,0,0,0,0,18,17,3,1,1,0,0,0,0,0,2,19,10,0,0,1,0,5,10,7,1,0,0,0,0,2,28,1,91,29,0,0,1,7,45,52,6,1,0,0,0,1,5,2,3,11,72,0,0,1,1,1,26,7
