V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
11,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
12,0,0,1,0,1,2,0,3,0,1,0,0,0,0,2,0,11,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,12
12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29
29,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,22
22,2,0,1,1,1,1,0,6,0,1,0,0,0,0,0,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23
23,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,18,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,34
34,2,0,5,0,2,0,1,3,0,0,0,0,0,1,1,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36
36,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
32,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,16,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,27
27,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25
