V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,hom2004
3,0,1,6,1,0,0,2,9,41,127,0,17,0,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30,0,1,12,3,3,0,1,12,126,352,0,29,2,3,30,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,4,0,5,2,0,0,3,3,2,114,0,11,0,0,2,0,17,0,0,7,1,0,0,0,2,12,139,0,14,1,0,3,1,11
11,2,0,0,0,2,0,2,12,37,134,0,21,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,2,1,0,3,1,0,3,12,130,318,0,38,2,15,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,1,0,0,0,0,8,141,1,4,1,1,1,4,24,2,0,1,0,0,0,1,2,8,133,0,8,1,0,1,2,13
13,5,1,5,0,0,0,0,11,48,148,0,37,5,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,1,0,5,3,0,0,7,13,116,323,0,35,4,8,21,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,3,0,6,0,0,0,0,2,3,101,2,8,0,0,3,2,31,2,0,6,0,0,0,0,3,16,131,0,4,1,2,4,2,10
10,2,1,6,0,0,0,2,13,40,93,0,13,2,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,5,0,5,0,0,0,4,14,135,200,0,22,2,3,36,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,1,5,0,0,0,0,4,16,84,2,7,0,1,1,5,19,1,1,2,0,1,0,0,1,11,73,4,6,0,1,2,2,6
6,1,0,7,0,2,0,1,11,57,147,0,22,3,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,1,0,13,1,2,0,2,13,130,309,0,32,0,2,33,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,3,0,0,0,0,5,12,98,2,7,3,0,9,3,25,3,1,6,0,0,0,1,4,12,111,0,5,2,0,4,2,19
19,2,1,11,1,1,0,3,10,37,170,0,14,0,4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,9,2,0,0,3,22,98,318,0,23,3,1,49,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,7,0,1,0,1,4,3,124,0,6,3,1,7,1,24,2,0,7,1,0,0,0,4,12,125,0,10,4,0,1,5,13
13,2,0,4,1,0,0,3,15,33,132,1,14,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,1,6,1,1,0,5,12,75,320,0,20,3,10,260,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,0,2,4,0,0,0,0,8,3,96,0,8,1,1,3,4,21,3,1,3,0,0,0,1,3,15,122,1,4,3,0,1,1,13
13,2,0,6,1,1,0,4,7,53,180,1,17,2,7,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,1,0,1,8,109,544,0,26,2,8,305,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,12,3,0,5,0,0,0,1,5,6,194,2,11,0,1,7,5,28,4,0,2,0,0,0,0,0,12,216,1,2,0,0,3,2,20
20,1,0,6,0,0,0,1,9,27,113,2,15,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0,3,0,3,0,7,17,125,263,1,32,4,6,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9,3,0,3,0,2,0,0,5,6,85,0,8,3,2,4,2,23,2,0,2,0,1,0,1,2,7,147,0,8,0,2,4,2,10
10,4,0,6,1,0,0,4,17,43,100,1,34,1,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,4,1,6,0,1,0,5,5,84,330,0,29,1,6,32,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,0,0,0,0,0,1,3,6,104,1,8,3,0,1,2,13,0,0,0,0,0,0,1,1,6,152,0,6,2,0,2,1,9
9,0,1,1,5,2,0,2,10,61,113,1,31,1,7,15,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,24,4,0,1,1,3,0,4,11,125,314,0,18,4,5,29,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,11,3,0,0,3,0,0,0,2,4,65,1,6,0,0,6,0,15,1,0,2,1,0,0,1,3,6,123,0,8,1,0,4,2,9
9,3,0,1,3,2,0,1,8,51,101,0,22,1,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,2,3,4,2,0,4,11,105,231,0,28,2,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,1,0,1,3,7,41,0,12,0,0,3,0,19,3,0,0,2,0,0,1,6,7,137,0,10,1,0,5,0,16
16,1,0,3,5,0,0,4,7,60,169,0,21,2,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,3,0,6,1,2,0,3,11,123,315,0,26,5,6,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,0,2,0,1,0,0,3,2,176,0,8,1,1,3,6,22,3,0,0,0,0,0,0,3,13,106,0,6,1,2,2,1,19
19,1,0,16,2,0,0,2,7,95,150,0,15,1,4,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,0,36,5,4,0,4,8,192,267,0,24,2,6,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,5,2,0,7,0,0,0,0,2,5,62,0,5,0,0,6,2,16,1,0,3,1,0,0,0,5,25,142,0,7,2,0,8,2,12
12,5,0,5,5,2,0,5,11,92,141,0,14,5,3,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,3,0,7,9,2,0,6,4,180,265,0,33,2,1,30,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,2,1,0,2,4,16,49,1,7,0,0,5,5,16,0,0,0,2,1,0,1,3,23,109,0,7,2,0,7,1,5
5,1,0,7,0,0,0,3,4,48,123,1,20,0,6,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,1,6,2,2,0,10,22,132,234,0,23,3,3,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1,0,1,0,0,0,0,4,3,36,0,8,0,0,3,4,18,1,0,4,0,0,0,2,3,12,96,0,8,1,3,6,1,4
4,1,0,3,1,1,0,2,8,56,133,0,16,0,10,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,19,0,0,13,5,1,0,3,19,180,278,0,24,1,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,1,0,3,2,1,0,2,4,5,73,0,8,3,2,1,1,25,1,0,0,0,0,0,1,5,13,94,0,9,2,0,4,1,12
12,1,0,3,1,3,0,4,9,26,129,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,13,1,0,15,6,2,0,10,23,75,194,0,15,3,4,17,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,4,1,7,1,0,0,3,2,4,29,1,6,2,1,5,1,11,3,0,6,1,0,0,0,5,8,98,0,5,1,0,3,1,12
12,0,0,8,1,2,0,4,8,36,123,0,15,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,1,0,8,2,4,0,6,13,115,211,0,28,5,4,21,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,2,0,6,0,1,0,0,5,3,38,0,0,0,2,1,4,12,2,0,2,0,0,0,1,5,7,91,0,6,2,0,1,3,9
9,2,0,0,1,2,0,6,11,55,126,0,16,0,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,3,1,1,0,0,0,8,11,172,216,0,22,1,5,25,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,1,0,0,1,0,0,5,4,29,0,9,1,0,2,2,16,2,0,0,0,0,0,3,3,18,101,0,10,1,0,7,2,8
8,0,0,0,0,1,0,11,6,49,99,4,17,3,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,2,0,1,0,5,0,13,19,126,181,0,43,0,6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,7,3,0,0,1,0,0,3,2,3,32,0,7,2,0,2,1,15,1,0,0,0,0,0,1,3,14,97,1,3,3,0,1,2,11
11,0,1,0,0,1,0,10,7,47,122,0,18,5,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,3,1,0,1,3,0,11,14,97,247,0,22,2,2,20,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,4,0,0,2,0,0,3,2,3,22,0,5,0,1,3,1,21,3,1,0,1,0,0,3,2,6,103,0,8,1,0,7,2,7
7,3,0,1,0,0,0,4,11,19,118,1,5,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,1,0,3,13,54,195,0,10,3,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,10,0,0,0,0,0,0,1,6,2,24,0,3,1,0,1,0,19,1,1,0,0,0,0,1,6,5,103,1,3,0,0,5,1,10
10,0,0,0,0,2,0,8,15,25,92,1,5,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,1,0,0,1,4,0,18,16,71,208,0,11,3,2,24,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,1,0,0,3,12,3,41,2,3,3,1,2,3,17,1,0,0,1,0,0,3,10,2,71,1,5,0,1,4,3,14
