V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
6,2,0,4,13,0,5,1,3,1,6,0,0,0,0,3,12,6,1,1,4,7,0,5,0,4,0,23,0,0,0,0,0,5,24,4,8,39,17,0,7,0,10,0,116,0,0,1,1,7,33,7,0,2,2,14,0,1,0,0,0,10,0,0,0,0,0,2,12
12,2,1,4,28,0,0,1,10,3,34,0,1,0,0,4,12,7,0,3,1,4,0,2,0,3,0,26,0,0,0,0,0,3,18,6,10,33,33,0,1,1,6,4,183,0,0,0,1,5,34,5,0,6,9,17,0,0,0,1,1,13,0,0,0,0,0,4,6
6,1,3,1,13,0,1,0,10,5,23,0,0,1,0,6,14,3,1,1,2,6,0,6,0,5,1,23,0,0,0,0,0,5,18,2,5,53,28,1,8,0,10,1,141,0,0,2,0,6,21,2,0,0,4,6,0,1,0,3,0,12,0,0,0,0,3,1,11
11,0,1,5,22,0,9,0,5,2,25,0,0,0,1,4,18,0,1,2,0,8,0,5,1,4,0,27,0,0,0,0,0,7,27,3,5,32,25,0,8,2,14,1,133,0,0,1,0,13,32,1,0,5,5,12,0,3,0,2,1,11,0,1,1,0,0,5,16
16,1,1,3,13,0,4,0,6,0,24,0,0,0,0,6,16,6,1,1,0,12,0,8,0,2,0,40,0,0,0,0,1,6,17,3,2,29,18,1,5,1,6,0,111,0,0,2,0,8,22,5,0,3,13,7,0,1,0,0,2,19,0,0,0,0,0,3,13
13,1,2,8,14,0,5,1,5,1,35,0,0,0,0,3,12,9,3,2,0,8,0,8,0,4,0,35,0,0,0,0,0,5,16,5,2,39,13,0,8,0,5,2,120,0,0,1,1,12,42,2,3,5,8,15,0,5,0,3,1,9,0,0,0,0,0,1,5
5,1,1,2,21,0,8,0,8,3,60,0,0,1,1,2,17,10,2,1,0,8,0,4,0,3,1,35,0,0,0,0,1,4,14,2,0,12,9,0,15,2,4,5,155,0,0,2,0,18,42,3,1,2,1,10,0,5,0,1,0,37,0,0,0,0,0,4,9
9,0,1,1,3,0,4,1,9,2,41,0,0,0,1,4,20,6,0,2,0,5,0,6,0,4,1,31,0,0,1,0,0,5,15,2,0,4,2,4,8,0,12,6,152,0,0,2,0,27,32,3,3,0,0,3,0,1,0,2,1,24,0,0,0,0,0,3,13
13,1,5,0,7,0,6,0,2,0,42,0,0,1,1,4,17,3,1,0,0,0,0,2,0,5,0,45,0,0,0,0,0,6,11,2,0,5,1,0,10,1,14,1,163,0,0,0,0,28,23,2,0,2,0,1,0,6,0,2,0,20,0,0,1,0,1,2,7
7,1,4,1,10,0,6,0,6,0,44,0,0,1,0,10,19,10,1,3,0,0,0,8,0,3,0,49,0,0,0,0,0,2,12,2,0,4,1,0,12,0,15,1,167,0,0,1,0,19,35,2,2,0,2,0,0,4,0,1,0,20,0,0,0,0,0,6,4
4,3,3,8,2,0,6,0,3,1,50,0,0,1,0,18,14,8,1,1,0,1,0,7,0,3,0,60,0,0,0,0,0,6,18,6,2,6,5,0,12,0,7,2,217,0,0,3,1,39,43,3,2,1,0,2,0,3,1,3,0,23,0,0,0,0,0,0,8
8,2,4,3,1,0,3,0,6,0,50,0,0,0,0,13,16,5,1,3,1,0,0,6,0,3,0,55,0,0,0,0,1,6,19,5,0,8,0,0,11,1,9,0,212,0,0,1,0,25,28,3,1,0,1,0,0,4,0,5,0,23,0,0,0,0,1,2,9
9,2,5,2,2,0,3,0,14,0,36,0,0,0,0,11,12,7,0,5,0,0,0,4,0,6,2,50,0,0,0,0,1,3,29,8,4,6,2,0,6,0,20,1,175,0,0,2,0,31,31,1,0,1,0,0,0,3,1,2,0,26,0,0,0,0,0,1,10
10,0,2,1,3,0,4,2,4,0,42,0,0,1,0,9,25,6,1,0,0,0,0,4,0,7,0,49,0,0,0,0,0,5,19,1,1,0,1,0,7,1,8,0,185,0,0,4,0,18,28,3,1,0,0,0,0,1,0,4,0,43,0,0,0,0,0,10,12
12,2,1,2,4,1,1,0,9,3,42,0,0,1,0,3,18,3,2,0,0,2,0,3,0,1,0,43,0,0,0,0,0,5,17,1,0,7,1,0,5,1,8,0,112,0,0,0,1,24,33,1,0,0,1,2,0,2,0,1,0,9,0,0,0,0,0,1,11
11,4,0,0,4,1,6,1,1,1,43,0,0,0,0,7,17,6,2,1,0,1,0,3,0,1,0,56,0,0,0,0,0,8,23,1,2,10,2,1,10,2,11,0,97,0,0,0,0,15,34,5,0,0,1,1,0,1,0,1,0,17,0,0,0,0,0,4,7
7,2,0,0,4,1,7,1,4,0,48,1,0,1,1,4,19,6,0,0,0,1,0,9,1,2,0,47,0,0,0,0,0,5,23,5,0,9,4,1,6,2,13,0,123,0,0,3,0,30,45,3,1,0,1,0,1,0,0,2,0,26,0,0,0,0,1,5,7
7,2,0,0,2,0,5,0,2,0,43,0,0,0,0,7,15,7,0,0,0,1,0,3,0,3,0,70,0,0,0,0,2,4,19,4,0,0,4,0,6,1,14,0,142,0,0,2,0,40,54,4,0,0,0,2,0,1,0,1,0,17,0,0,0,0,1,5,10
10,0,0,0,1,1,2,0,2,0,34,0,0,0,0,6,17,7,1,0,0,0,0,0,1,4,0,54,0,0,0,1,0,8,16,1,0,0,0,1,2,0,5,0,8,0,1,0,0,32,33,1,1,0,1,0,0,0,0,2,0,9,0,0,0,0,0,4,9
9,0,0,0,0,1,7,0,5,2,59,0,0,0,0,9,19,9,1,0,0,0,0,2,0,1,1,66,0,0,0,0,1,8,21,3,0,0,0,1,8,0,8,0,11,1,1,3,0,31,27,6,0,0,0,0,0,2,0,2,1,19,0,0,0,0,1,2,13
13,1,0,1,0,0,1,2,3,1,87,0,0,0,0,10,17,3,1,0,0,0,0,1,0,4,3,102,0,0,0,0,1,7,17,1,0,0,4,5,6,0,14,1,284,0,0,0,1,49,31,5,0,0,0,0,0,3,0,1,0,32,0,0,0,0,2,7,8
8,3,0,0,1,0,7,0,4,2,65,0,1,0,1,6,22,9,0,0,0,0,0,3,0,1,3,102,0,0,1,0,3,2,19,4,0,0,1,0,5,0,6,1,312,0,0,0,1,25,16,6,2,0,0,0,0,1,0,3,2,27,0,0,0,0,0,9,10
10,1,0,0,0,0,3,0,7,3,62,0,0,0,0,9,16,7,1,0,0,0,1,2,1,4,1,67,0,0,0,0,4,7,26,2,0,0,0,0,9,1,6,6,81,0,0,2,0,31,22,5,0,0,0,0,0,3,0,1,1,39,0,0,0,0,0,2,9
9,4,0,0,0,0,4,0,8,2,66,0,0,1,0,14,10,4,0,0,0,0,0,3,0,1,2,99,0,0,0,0,4,6,13,1,0,0,1,0,10,0,10,5,255,1,0,0,1,28,14,3,1,0,0,0,0,2,0,2,0,33,0,0,0,0,1,3,12
12,2,0,0,7,0,2,0,13,4,50,0,1,0,0,10,19,6,1,0,1,0,0,4,0,3,1,60,0,0,0,1,2,9,22,2,0,0,0,1,9,0,5,3,291,0,0,0,0,38,16,0,0,0,0,0,0,1,0,2,0,32,0,0,0,0,0,5,14
14,0,1,0,1,0,2,0,14,5,42,0,0,0,0,9,25,8,1,0,0,0,0,6,0,4,1,61,0,0,0,0,3,8,25,4,0,0,0,1,7,0,17,5,227,0,0,0,0,32,15,2,0,1,0,0,0,1,0,5,3,25,0,0,0,0,1,1,15
15,2,0,0,0,0,5,0,3,5,60,0,0,0,0,8,25,6,2,0,0,0,0,2,0,2,2,44,0,0,0,0,0,6,21,3,0,0,0,2,9,2,11,7,225,0,0,0,2,46,21,4,1,0,0,0,0,0,0,4,4,31,0,0,0,0,0,3,12
12,0,0,0,1,0,3,0,6,4,89,0,0,0,0,10,23,7,2,0,0,0,0,3,0,4,3,91,0,0,0,0,0,11,18,1,0,0,1,1,10,2,5,7,245,0,0,0,2,18,25,6,0,0,0,0,0,2,0,0,2,44,0,0,0,0,3,0,8
8,3,0,0,0,1,5,0,3,8,55,0,0,0,0,3,22,5,1,0,0,0,0,2,1,4,4,41,0,0,0,0,1,13,12,2,0,0,0,3,9,1,7,7,235,0,0,0,1,27,24,3,0,0,0,0,0,0,0,3,2,22,0,0,0,0,0,5,9
9,2,0,0,5,1,7,0,7,14,60,0,0,0,0,4,26,4,1,0,0,0,0,1,0,3,6,124,0,0,0,0,3,6,12,8,0,0,5,0,15,1,9,20,261,0,0,1,1,37,20,1,1,0,0,0,0,1,0,4,8,30,0,0,0,0,0,6,15
15,1,0,0,0,0,5,0,4,7,99,0,0,0,1,11,29,7,1,0,1,0,0,3,0,1,2,75,0,0,0,1,2,9,21,2,0,0,0,4,9,0,10,21,195,0,0,2,1,26,42,3,0,0,0,1,0,2,1,3,5,14,0,0,0,0,3,4,15
15,0,0,0,0,0,1,0,4,14,52,0,0,0,0,8,28,10,1,0,0,0,0,4,0,3,5,69,0,0,1,0,0,14,12,6,0,0,0,3,8,2,6,28,224,0,0,0,2,17,49,1,0,0,0,1,0,2,0,1,8,23,0,0,0,0,1,2,8
8,0,0,0,5,0,0,0,8,12,100,0,0,0,0,7,21,4,0,0,0,0,0,1,0,6,1,59,0,0,0,0,3,15,24,2,0,0,4,2,4,1,8,26,216,0,0,0,0,16,41,1,0,0,0,0,0,0,0,3,2,21,0,0,0,1,1,0,7
7,1,0,0,0,0,5,1,7,9,64,0,0,0,1,1,25,5,1,0,0,0,1,7,1,2,3,69,0,0,0,0,1,11,13,3,0,1,1,0,6,1,8,23,214,0,0,0,0,49,41,4,1,0,0,1,0,2,0,1,1,25,0,0,0,0,0,3,19
19,2,0,0,0,0,3,0,4,11,90,0,0,0,0,2,31,5,0,0,0,1,0,1,0,2,3,68,0,0,0,0,0,11,14,5,0,0,0,2,9,1,5,16,271,0,1,3,0,23,49,0,0,0,0,0,1,1,0,1,0,34,0,0,0,0,0,1,7
7,3,0,0,0,0,2,0,3,8,70,0,0,0,0,3,31,4,2,0,0,0,1,4,0,7,6,62,0,0,0,0,0,13,22,0,0,0,1,0,9,0,9,19,298,0,0,4,0,11,44,3,0,0,0,0,0,3,0,2,0,39,0,0,0,0,1,1,10
10,2,0,0,2,0,0,0,5,9,59,0,0,1,2,3,26,3,2,0,0,1,1,1,0,9,5,50,0,0,0,0,0,7,16,3,0,0,10,3,0,0,8,19,202,0,0,1,1,22,35,3,2,0,0,3,0,0,0,2,4,34,0,0,0,0,0,3,4
4,0,0,0,0,0,1,0,6,15,93,0,0,1,1,3,29,5,2,0,0,0,0,2,0,2,4,56,0,0,0,0,0,11,17,3,0,0,0,0,11,1,7,19,267,0,0,2,0,12,41,6,0,0,0,0,0,3,0,2,2,53,0,0,1,0,0,2,8
8,2,0,0,0,0,2,0,9,2,89,0,0,1,0,4,33,8,1,0,0,0,0,5,0,3,1,69,0,0,0,0,2,8,17,2,0,0,1,2,16,0,8,27,239,0,1,5,0,10,30,2,0,0,0,1,0,0,0,4,2,30,0,0,0,0,0,6,8
8,3,0,0,0,0,2,0,3,14,70,0,0,0,0,3,29,9,1,0,0,0,0,1,1,2,1,91,0,0,0,1,0,10,23,2,0,0,10,2,9,1,8,12,214,0,0,3,1,9,40,6,1,0,0,2,0,1,0,2,1,28,0,0,0,0,0,1,8
8,3,0,0,0,1,5,0,5,15,58,0,0,0,0,5,42,11,1,0,0,0,0,2,0,6,6,83,0,0,1,0,1,2,17,1,0,0,0,1,7,2,10,14,265,0,0,2,0,4,37,2,0,0,0,0,0,1,1,2,0,46,1,0,1,0,0,3,6
6,1,0,0,0,1,5,2,3,11,72,0,0,1,1,1,26,7,2,0,0,0,1,4,0,4,3,56,0,0,0,0,0,11,20,2,0,0,0,3,6,3,5,25,179,0,0,4,0,4,21,6,0,0,0,0,0,1,0,2,6,32,0,0,0,0,0,5,7
