V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
5,1,0,3,0,2,0,2,0,0,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22
22,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23
23,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14
14,5,0,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,3,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18
18,0,0,6,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,3,0,2,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,12
12,4,0,11,0,1,0,2,0,0,1,1,0,0,2,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,15
15,0,0,6,0,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
16,0,0,7,0,0,0,1,0,1,2,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,11
11,2,0,3,0,1,0,1,0,2,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
14,1,0,3,0,2,0,2,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18
18,0,0,7,0,0,0,2,0,1,0,0,0,3,2,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,19
19,2,0,4,0,1,0,0,0,2,0,1,0,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,3,0,6,0,2,0,0,0,2,0,1,0,2,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16
16,2,0,3,1,1,0,0,1,2,0,0,0,0,3,0,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,20
20,1,0,10,1,3,1,0,2,5,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16
16,2,0,7,1,0,0,0,0,2,1,2,0,2,1,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22
22,1,0,4,5,0,1,1,0,0,0,0,0,2,0,0,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,23
23,2,0,9,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21
21,1,0,8,4,0,0,0,2,0,0,0,0,0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20
20,0,0,4,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16
16,0,1,8,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,19
19,2,0,7,2,3,0,1,2,0,0,2,0,0,0,1,6,1,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,1,18
18,2,0,4,0,1,0,2,0,0,1,0,0,0,2,1,6,1,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,20
20,1,0,3,0,0,0,0,2,0,3,2,0,0,2,0,3,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,19
19,2,0,4,1,2,0,0,1,0,0,0,0,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,23
23,0,0,3,1,1,1,1,0,0,0,0,0,0,0,5,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,30
30,3,0,1,0,1,0,0,0,0,0,0,0,0,2,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26
26,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,20
20,4,0,0,1,0,0,0,1,0,2,1,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28
28,4,0,4,0,1,0,1,0,0,0,0,0,0,0,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,27
