V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,hom2004
145,13,0,178,65,6,15,22,15,1,163,0,14,11,4,9,65,2,2,0,11,3,2,0,1,1,0,16,0,0,2,0,0,4,13,1,0,13,0,0,0,3,2,0,6,0,1,2,0,0,3,20,4,2,45,8,0,0,4,6,0,18,5,4,1,2,2,13,160
160,7,0,151,60,6,12,11,11,0,178,1,16,11,4,20,46,12,1,0,8,3,0,0,1,2,0,5,0,0,0,1,1,1,12,2,0,9,0,0,0,1,3,0,4,0,0,1,0,0,4,17,2,1,51,10,3,1,1,6,1,14,3,1,3,6,2,8,149
149,4,0,160,63,2,14,10,15,4,174,0,6,7,2,3,44,5,2,0,7,2,0,4,1,1,0,4,1,0,0,0,0,5,7,0,0,7,3,1,1,0,2,0,10,0,0,1,0,0,2,10,2,0,39,12,2,3,1,6,1,32,2,5,1,1,1,10,157
157,6,0,146,74,4,20,6,14,1,231,0,12,6,3,6,47,3,0,0,11,5,0,1,0,2,0,3,0,0,0,1,0,2,7,0,0,9,1,1,1,0,2,0,11,0,0,0,0,0,8,9,1,2,29,7,0,0,1,2,0,27,2,6,0,2,1,11,91
91,10,0,98,59,5,13,9,3,3,116,0,8,5,0,11,41,11,0,0,7,1,0,0,2,0,0,5,0,1,2,1,1,4,4,0,0,16,1,0,0,2,5,0,13,0,2,0,0,0,3,11,1,0,21,9,2,0,1,4,1,29,1,2,2,2,2,9,107
107,8,0,126,61,2,13,19,13,6,122,0,13,14,2,14,61,3,0,0,6,1,0,0,0,0,0,11,0,0,1,1,0,8,9,0,2,11,1,0,0,0,2,0,11,0,2,0,1,0,2,9,0,1,27,5,0,2,3,2,1,34,0,2,6,2,4,18,113
113,11,0,140,63,4,13,12,9,3,191,0,10,5,4,14,48,1,0,0,10,3,0,0,1,1,0,8,2,4,0,1,0,1,5,0,0,17,3,1,1,0,1,0,4,0,0,0,0,0,9,5,0,0,29,9,0,2,3,2,0,18,4,2,9,0,3,17,133
133,7,0,143,72,5,25,13,8,1,255,0,11,6,6,12,50,6,1,0,5,2,0,1,0,0,0,8,0,0,1,0,0,3,14,0,0,17,0,0,1,1,0,1,15,1,2,2,1,2,7,15,2,3,24,8,3,1,2,2,0,30,1,5,6,0,5,20,136
136,7,0,153,53,5,17,14,14,3,251,0,15,5,7,9,48,6,1,0,7,2,2,1,1,2,0,6,0,0,1,1,0,5,6,0,0,21,4,1,0,0,1,0,15,0,0,0,0,1,5,22,1,0,39,4,0,5,3,2,2,12,2,3,4,2,1,22,161
161,8,0,222,64,8,19,4,16,2,225,1,19,8,4,13,64,8,0,0,8,1,0,3,0,0,0,5,0,2,0,1,0,4,9,2,1,26,4,1,0,0,1,0,14,0,0,0,1,0,5,12,3,2,44,15,1,1,4,1,0,5,5,8,2,1,7,16,134
134,8,0,188,61,9,23,9,13,3,189,2,16,8,5,21,77,5,0,0,16,3,0,4,1,0,0,2,0,1,0,0,3,1,16,1,1,10,5,2,1,0,1,0,20,0,1,0,0,1,3,23,1,5,42,13,1,5,3,3,0,11,2,8,4,5,9,21,125
125,6,0,218,47,7,28,10,20,2,152,1,15,13,7,14,66,4,0,0,11,2,0,0,0,1,0,7,0,1,0,0,1,5,6,0,0,14,4,0,1,0,2,0,14,0,2,0,0,1,4,24,0,0,43,9,4,1,1,2,1,7,1,7,2,2,8,22,97
97,6,1,216,97,6,19,21,16,2,192,0,22,9,0,131,67,8,0,0,16,3,0,1,1,1,0,4,0,3,1,0,2,4,8,0,1,17,5,0,0,1,1,0,4,0,3,1,0,0,3,32,5,1,45,17,3,4,5,3,0,26,0,11,5,4,2,26,100
100,11,0,181,95,4,11,12,7,4,252,0,16,17,6,16,60,5,0,0,12,3,1,0,2,1,0,8,0,3,5,1,0,4,11,2,1,12,1,3,1,0,1,0,13,0,1,5,0,0,2,19,2,2,28,13,1,0,3,3,0,15,2,9,12,2,3,21,91
91,8,1,177,118,8,9,10,11,1,166,0,15,13,2,7,43,7,0,0,29,1,0,0,1,2,0,17,1,0,1,0,1,1,7,0,0,25,4,0,0,0,0,0,17,1,1,1,0,0,6,11,1,3,44,14,2,0,3,3,0,22,3,4,4,1,4,16,122
122,9,1,139,79,2,23,14,14,4,199,2,10,19,4,13,38,5,0,0,17,4,2,0,0,2,0,19,0,1,1,0,0,3,2,0,0,7,1,2,2,1,2,0,7,0,3,4,0,0,3,12,0,1,35,11,3,1,1,1,0,26,2,5,5,3,6,10,95
95,8,1,148,74,11,20,7,13,4,168,0,9,31,7,9,36,6,1,0,14,9,1,1,0,0,0,2,0,0,1,0,0,6,5,1,0,10,5,1,0,1,2,0,12,0,2,1,1,0,5,5,1,2,40,11,7,2,1,2,2,26,1,5,9,2,7,21,114
114,8,1,148,67,12,21,10,16,8,240,0,16,29,1,21,44,3,1,0,23,4,1,0,0,1,0,1,0,2,0,0,0,0,10,3,0,11,2,0,1,0,3,0,10,0,2,1,0,1,3,33,0,1,34,12,3,1,1,3,1,18,2,5,10,0,2,10,129
129,9,1,86,31,1,13,6,6,3,109,0,11,24,0,7,25,2,1,0,15,5,1,0,0,1,0,2,0,2,0,0,1,1,20,1,0,10,1,0,1,0,1,0,8,0,0,1,0,0,2,23,2,1,21,0,1,2,1,0,0,17,3,2,3,1,1,4,121
121,9,0,109,17,3,6,7,12,7,156,0,14,19,0,1,48,8,1,0,20,6,0,0,1,0,0,4,0,2,1,0,3,5,15,2,0,19,2,1,0,1,2,0,3,0,0,1,0,0,5,26,1,2,31,6,1,3,2,3,0,8,4,7,3,1,1,11,96
