V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
1,0,2,44,10,0,0,3,2,0,1,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
1,1,1,24,6,0,0,2,0,0,1,3,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,3,0,34,9,0,0,2,1,0,2,7,9,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,21
21,1,0,36,6,0,0,6,0,0,1,1,7,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13
13,1,0,23,6,0,0,8,0,0,1,0,4,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,17
17,4,3,34,14,0,0,8,1,0,2,0,6,0,2,2,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,20
20,3,1,7,0,2,0,3,4,0,8,1,12,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
16,3,2,0,0,3,0,4,2,0,3,1,11,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
11,0,0,5,1,0,0,0,1,0,3,2,17,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
18,1,0,5,3,0,0,1,2,0,3,4,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
6,0,2,3,2,0,0,0,5,0,2,3,19,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12,1,0,8,11,0,0,1,1,0,4,2,11,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20
20,0,2,3,2,0,0,1,1,0,2,1,12,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
15,0,0,16,4,0,0,2,3,0,3,2,8,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
13,0,0,6,5,0,0,1,1,0,2,3,12,2,2,4,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,7
7,1,0,9,3,1,0,1,1,0,5,0,6,3,2,6,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,10
10,1,0,4,3,0,0,4,0,0,4,0,11,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15
15,0,0,7,0,0,0,5,1,0,4,1,5,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19
19,0,2,6,1,0,0,5,2,0,1,1,9,0,1,3,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,15
15,0,0,2,1,0,0,2,1,0,3,0,7,2,1,5,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,20
20,1,2,0,0,2,0,4,2,0,1,0,13,2,0,5,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,13
13,0,0,1,0,0,0,1,0,0,1,2,15,1,2,4,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
20,0,1,18,1,0,0,2,2,0,4,1,12,1,0,7,32,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,28
28,0,0,8,2,0,0,2,0,0,5,0,5,0,2,2,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
25,0,0,3,0,0,0,1,1,0,2,1,5,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
19,0,4,7,1,0,0,5,0,0,4,4,6,0,1,5,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,18
18,0,2,1,2,1,0,2,0,0,0,0,9,1,0,13,21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
23,0,1,6,1,0,0,1,1,0,1,0,8,1,4,4,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18
18,0,4,7,2,1,0,2,2,0,2,1,10,2,2,3,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20
20,0,0,7,3,0,0,1,3,0,4,3,10,1,4,8,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16
16,0,2,8,5,0,0,2,2,0,5,0,10,0,3,3,15,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,21
