V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
21,1,2,2,1,1,0,0,3,0,7,0,10,0,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
19,0,3,4,3,0,0,5,0,0,11,0,16,1,0,7,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17
17,1,4,4,2,0,0,4,3,0,4,3,14,0,1,5,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
10,0,2,1,2,0,0,5,0,0,2,1,9,0,3,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
13,1,2,7,3,0,0,1,1,0,11,0,7,1,2,5,11,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17
17,0,3,1,0,0,0,0,3,0,4,0,10,0,2,6,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
16,3,1,0,2,1,0,4,3,2,14,0,10,0,2,3,9,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6
6,0,3,2,0,0,0,4,3,0,7,2,7,0,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,0,0,28,15,0,0,1,0,0,4,1,12,1,2,4,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
5,1,3,8,8,0,0,1,7,2,11,4,13,2,5,3,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0,2,10,6,1,0,0,8,1,8,3,7,1,4,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9,2,0,8,2,0,0,4,5,0,5,2,9,1,3,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8,1,1,8,3,0,0,2,7,1,9,3,10,0,3,5,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7
7,2,1,12,4,0,0,3,0,0,3,0,19,1,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2,0,0,9,4,1,0,1,0,0,12,0,10,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2,2,1,5,5,0,0,6,4,0,9,2,7,2,0,6,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4
4,0,0,7,2,0,0,4,0,0,12,0,6,1,1,2,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8
8,1,0,7,0,1,0,1,2,0,9,1,7,1,1,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15
15,1,1,5,2,0,0,3,5,0,10,0,6,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,0,9,2,0,0,1,1,0,4,1,6,1,2,3,11,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10,0,2,4,3,1,0,0,1,0,6,0,7,1,0,2,18,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
5,0,0,8,1,0,0,1,6,0,7,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,1,1,5,1,0,0,0,3,0,8,0,10,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
