ppdf
14001
14002
16
36
52
78
91
14003
14004
74
98
14005
14006
39
77
82
90
14007
14008
36
53
64
14009
1
42
80
14010
14011
14012
14013
14014
14015
33
36
45
89
98
14016
14017
41
76
14018
14019
16
82
14020
7
12
33
76
80
94
98
14021
33
77
80
85
90
14022
67
77
82
97
98
14023
16
14024
32
69
75
98
14025
7
12
13
32
34
49
78
79
91
14026
14027
75
85
90
14028
14029
14030
35
43
65
14031
14032
14033
14034
76
14035
4
12
43
14036
33
14037
12
45
77
14038
14039
1
3
16
17
18
43
49
62
64
82
90
91
93
94
98
14040
14041
14042
14043
3
14044
43
80
94
96
14045
10
12
16
17
14046
7
13
32
40
50
79
80
14047
14048
12
65
14049
76
98
14050
9
94
14051
2
64
68
78
80
96
14052
98
14053
18
32
33
86
14054
14055
14056
14057
14058
14059
10
11
41
82
14060
14061
14062
14063
3
11
13
79
80
82
14064
16
41
90
14065
12
85
98
14066
7
64
80
14067
21
80
85
14068
32
79
91
14069
14070
36
43
76
90
96
14071
14072
90
98
14073
11
13
44
52
82
14074
14075
14076
14077
44
52
76
80
98
14078
1
74
14079
33
43
14080
42
77
82
14081
16
82
94
96
14082
13
14083
4
17
35
44
89
93
14084
14085
13
42
82
14086
14087
77
94
14088
40
67
75
93
98
14089
14090
14091
1
7
77
14092
14093
10
67
78
91
14094
3
12
43
14095
14096
16
41
52
76
98
14097
1
7
8
42
43
76
82
90
98
14098
8
34
36
43
52
67
79
90
98
14099
33
14100
67
14101
9
17
32
45
51
52
64
75
76
79
90
14102
14103
53
14104
14105
12
13
43
74
89
94
98
14106
14107
14108
98
14109
7
12
16
18
40
65
77
82
89
96
14110
14111
90
14112
14113
82
98
14114
10
17
36
14115
14116
14117
14118
14119
7
13
64
94
14120
3
32
43
45
64
68
14121
7
17
35
80
82
14122
14123
14124
7
43
65
75
85
14125
14998
