ppdf
12001
12
48
49
52
56
69
76
80
96
12002
36
37
87
12003
12004
25
82
90
98
12005
36
37
74
12006
12007
12008
25
80
12009
12010
12
90
12011
41
77
12012
8
10
24
74
79
86
12013
12014
12
32
33
94
12015
16
75
90
91
12016
12017
12018
75
76
77
80
12019
32
90
12020
82
12021
24
41
57
69
74
78
85
89
12022
10
12
42
74
79
12023
76
12024
79
89
12025
43
12026
12027
64
12028
21
45
96
12029
11
17
34
41
85
89
91
12030
3
10
34
74
77
90
12031
12032
12033
75
90
91
92
12034
15
25
41
45
69
77
12035
82
94
96
12036
75
89
94
12037
74
75
12038
12
17
28
45
74
12039
82
12040
36
42
12041
12
33
76
78
93
94
12042
80
12043
32
75
12044
12045
7
16
41
12046
17
36
41
42
65
84
86
98
12047
12048
16
67
82
12049
12050
10
37
43
45
64
78
91
98
12051
12052
64
85
12053
43
12054
12055
52
53
81
83
91
12056
76
12057
12
79
12058
7
17
76
90
93
12059
43
94
12060
80
91
98
12061
10
25
37
41
43
65
81
12062
11
78
82
98
12063
12064
12065
12066
32
42
55
76
96
12067
12068
37
42
78
89
12069
12070
12071
12072
75
12073
98
12074
82
12075
17
12076
41
90
12077
16
85
93
94
12078
78
12079
98
12080
3
8
32
12081
