ppdf
20002
7
33
52
68
20014
16
24
33
65
91
20039
2
12
52
55
73
81
85
98
20041
16
24
77
82
94
20043
54
93
98
20044
32
39
40
82
96
20057
16
50
52
76
90
20059
7
11
33
37
41
49
78
90
96
20067
16
21
42
45
61
85
20068
45
52
89
20073
8
9
16
40
42
53
20079
9
54
64
65
75
80
93
20085
1
90
20107
36
74
90
20134
1
11
16
37
52
65
76
79
20184
21
24
89
98
20190
82
20198
7
43
80
20232
16
41
65
80
20278
16
41
67
74
75
86
20318
17
34
52
58
79
80
81
90
93
20324
78
20334
12
49
76
82
98
20385
12
74
90
20390
16
52
79
20397
17
32
43
64
78
81
98
20399
20401
10
13
40
43
82
20413
7
8
17
63
80
90
20439
3
4
7
32
20469
1
24
53
82
85
97
20482
41
43
65
68
69
85
20515
78
79
91
93
98
20559
32
42
45
64
68
74
75
88
20565
74
20999
3
32
50
20001
20003
20004
20005
44
81
20006
34
45
20007
20008
20009
8
10
20010
20011
20012
11
41
20013
20015
20016
10
20017
20018
20019
20020
20021
7
12
20022
20023
10
12
64
65
77
80
20024
20025
8
52
74
20026
20027
20028
7
11
32
64
65
76
94
20029
20030
52
64
20031
20032
20033
20034
94
20035
20036
20037
67
20038
20040
20042
20045
20046
20047
20048
20049
20050
20051
20052
20053
20054
20055
20056
20058
20060
20061
45
20062
20063
20064
20065
20066
74
20069
20070
20071
20072
20074
20075
20076
20077
41
67
75
20078
20080
20081
20082
33
41
77
82
20083
20084
20086
20087
20088
20089
20090
11
43
44
45
80
82
20091
20092
20093
20094
20095
16
82
20096
20097
20098
20099
90
20100
20101
20102
20103
20104
20105
20106
20108
20109
20110
20111
20112
20113
20114
20115
42
84
98
20116
20117
20118
20119
20120
20121
20122
20123
20124
13
39
74
98
20125
80
82
20126
20127
20128
20129
20130
20131
20132
20133
79
80
90
20135
20136
20137
20138
20139
20140
20141
20142
20143
20144
20145
20146
20147
20148
20149
20150
20151
20152
20153
12
79
90
20154
20155
20156
8
34
20157
20158
20159
20160
20161
20162
20163
20164
20165
20166
75
20167
20168
20169
20170
81
20171
2
24
20172
20173
20174
20175
20176
7
67
20177
75
76
79
94
20178
20179
20180
20181
20182
20183
20185
20186
20187
20188
7
11
12
79
89
90
20189
20191
20192
20193
20194
20195
20196
20197
20199
20200
33
20201
20202
20203
20204
20205
12
20206
12
65
20207
52
81
20208
20209
20210
90
20211
12
80
98
20212
20213
20214
20215
20216
20217
20218
20219
20220
20221
20222
20223
20224
20225
20226
20227
4
11
16
24
53
20228
20229
20230
20231
20233
20234
20235
20236
8
81
20237
20238
20239
20240
96
20241
20242
20243
20244
20245
20246
20247
20248
8
9
20249
20250
20251
20252
20253
20254
20255
20256
20257
20258
20259
12
20260
20261
20262
20263
20264
20265
12
20266
37
41
45
20267
20268
20269
20270
20271
20272
20273
20274
20275
20276
20277
8
10
32
20279
20280
20281
20282
20283
20284
20285
20286
20287
20288
20289
20290
20291
20292
20293
7
44
45
53
77
96
20294
20295
20296
20297
20298
20299
20300
20301
20302
20303
20304
20305
20306
20307
16
75
20308
20309
1
96
20310
20311
20312
20313
20314
20315
20316
20317
20319
20320
20321
20322
20323
20325
20326
98
20327
32
43
64
20328
20329
20330
79
20331
20332
20333
1
4
16
17
40
43
49
96
98
20335
20336
20337
20338
10
18
39
41
44
49
98
20339
20340
20341
20342
20343
79
20344
79
90
20345
20346
20347
20348
20349
20350
40
20351
20352
20353
20354
20355
20356
20357
20358
20359
20360
20361
20362
20363
20364
11
20365
20366
20367
22
20368
20369
20370
20371
20372
20373
20374
20375
33
34
36
81
20376
20377
53
20378
20379
20380
20381
20382
20383
20384
17
20386
20387
20388
20389
20391
20392
20393
20394
20395
20396
20398
20400
20402
20403
20404
20405
20406
33
20407
37
76
20408
20409
80
94
20410
20411
20412
20414
90
20415
20416
20417
20418
33
20419
20420
20421
41
88
20422
20423
20424
20425
20426
20427
40
81
20428
20429
20430
20431
20432
20433
20434
20435
20436
20437
37
20438
20440
20441
17
24
42
89
90
98
20442
20443
20444
20445
20446
20447
75
76
20448
20449
20450
24
98
20451
20452
20453
36
20454
20455
20456
20457
20458
20459
20460
20461
20462
20463
20464
20465
20466
76
96
20467
44
20468
9
10
11
90
20470
20471
20472
20473
20474
82
96
20475
20476
16
20477
20478
20479
20480
20481
20483
44
20484
33
20485
90
20486
20487
20488
20489
20490
20491
20492
90
20493
20494
20495
10
32
97
20496
20497
20498
2
11
20499
20500
20501
20502
20503
20504
20505
20506
20507
79
80
20508
20509
41
82
20510
20511
20512
20513
24
20514
20516
20517
20518
20519
20520
20521
20522
20523
20524
20525
80
20526
10
36
62
20527
20528
20529
20530
20531
20532
20533
20534
10
20535
20536
20537
11
91
20538
20539
44
20540
20541
20542
20543
20544
20545
12
32
43
82
20546
20547
20548
20549
20550
20551
9
41
74
76
91
94
20552
20553
20554
20555
20556
20557
12
52
67
74
76
80
94
98
20558
20560
20561
20562
20563
20564
20566
75
20567
20568
20569
20570
